"run_uuid","name","best_epoch","arc_filters","arc_rank","arc_kernel","arc_stride_1","arc_stride_2","arc_num_conv1","arc_num_conv2","arc_latent_dim","arc_skip_conn","hyp_lr","hyp_output_th","hyp_scheduler","best_epoch","train_loss","train_Accuracy","train_Accuracy_seq","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1","test_loss","test_Accuracy","test_Accuracy_seq","test_F1"
"75f0a23c1c3f477e87cf4131fc45a520",UNet_v4_conv-no-skips-num_convs-2-2-f4-r16-ld16,15,"4","16","3","2","2","2","2","16",0,"0.001","0.5",none,15,0.1392065067991677,0.8156491050237342,0.0,0.7597189240128219,0.1382991250376312,0.8185287786989796,0.0,0.7533943028281725,0.14249714810786576,0.810723666487069,0.0,0.7493254664464076
"39d0e44e73b74208979d03102dec4bb9",UNet_v4_conv-no-skips-num_convs-2-2-f4-r16-ld32,19,"4","16","3","2","2","2","2","32",0,"0.001","0.5",none,19,0.13711105662747777,0.8184325141745781,0.0,0.7687785480581868,0.13744537289045294,0.8207708864795918,0.0,0.7610400876877786,0.1398716589500164,0.8171134159482759,0.0,0.7640408466150512
"170fac550b6d4f6a97c8156aca2977f4",UNet_v4_conv-no-skips-num_convs-2-2-f4-r16-ld64,18,"4","16","3","2","2","2","2","64",0,"0.001","0.5",none,18,0.1332175488964918,0.8253755851133966,0.0,0.7814339061711605,0.13657991177573495,0.8213388871173469,0.0,0.7652444060145469,0.14254330869378715,0.8154381061422413,0.0,0.765169999913092
"44420e676356423ca02b75998011199e",UNet_v4_conv-no-skips-num_convs-2-2-f4-r16-ld8,12,"4","16","3","2","2","2","2","8",0,"0.001","0.5",none,12,0.13897861945855466,0.815985957278481,0.0,0.762445028806703,0.137681173122659,0.8189572704081632,0.0,0.7558879585282141,0.1407149145058517,0.8162210398706896,0.0,0.7608574247786788
"31f0c81c21934853bdc9def8828d23c9",UNet_v4_conv-no-skips-num_convs-2-2-f4-r8-ld16,19,"4","8","3","2","2","2","2","16",0,"0.001","0.5",none,19,0.14465863279652494,0.817604290282173,0.0,0.764640325554409,0.14637051020957986,0.8189572704081632,0.0,0.7541928512587925,0.14751217488584847,0.8159095501077587,0.0,0.7587590918230775
"9ed3a0fd65e9468aa0ce700ac85604ee",UNet_v4_conv-no-skips-num_convs-2-2-f4-r8-ld32,19,"4","8","3","2","2","2","2","32",0,"0.001","0.5",none,19,0.1375523192124276,0.814833242681962,0.0,0.76208334508823,0.13638482562133245,0.8174027423469388,0.0,0.7524675441020466,0.14169808297321715,0.8099491514008621,0.0,0.7495698186171267
"20bbeb7eb1574663badefd9e6cf4ca02",UNet_v4_conv-no-skips-num_convs-2-2-f4-r8-ld64,19,"4","8","3","2","2","2","2","64",0,"0.001","0.5",none,19,0.14167061569129868,0.8184737193433544,0.0,0.7715713908278143,0.14323208815589242,0.8204619738520408,0.0,0.7640826266805888,0.14611964223199878,0.8144110317887931,0.0,0.7632287418304119
"3fc5b3692dfb4040b164c83f11d55359",UNet_v4_conv-no-skips-num_convs-2-2-f4-r8-ld8,15,"4","8","3","2","2","2","2","8",0,"0.001","0.5",none,15,0.1417297392706328,0.8127801951476793,0.0,0.7536788917849391,0.13796078170440634,0.8180504623724489,0.0,0.7499868385774267,0.1402457550424954,0.8133671201508621,0.0,0.7544540665762576
"9db1bab16be04d489812feb9c1d30449",UNet_v4_conv-no-skips-num_convs-2-2-f8-r16-ld16,19,"8","16","3","2","2","2","2","16",0,"0.001","0.5",none,19,0.11937905128117855,0.8422470414688819,0.0,0.8117357291478446,0.13078714800732477,0.8286830357142857,0.0,0.7838752395826163,0.1312369760768167,0.8296066810344828,0.0,0.7938310058225706
ad3dd8fb873a41c18bb0b19b4832127c,UNet_v4_conv-no-skips-num_convs-2-2-f8-r16-ld32,19,"8","16","3","2","2","2","2","32",0,"0.001","0.5",none,19,0.1140371419112139,0.8519467381988397,0.0,0.8311371897698848,0.1308478644611884,0.826042330994898,0.0,0.7911905792361178,0.1292381838991724,0.8257677801724138,0.0,0.7969523334080235
