epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5384,0.0239,0.5087,0.5164,0.0402
1,0.5793,0.0202,0.5684,0.5911,0.0309
2,0.6311,0.0170,0.4887,0.5829,0.0294
3,0.6674,0.0149,0.5156,0.6196,0.0261
4,0.7046,0.0120,0.5667,0.6410,0.0245
5,0.7587,0.0094,0.5931,0.6522,0.0251
6,0.7841,0.0078,0.6115,0.6726,0.0239
7,0.8214,0.0059,0.6230,0.6755,0.0309
