"run_uuid","name","best_epoch","arc_filters","arc_rank","arc_kernel","arc_stride_1","arc_stride_2","arc_num_conv1","arc_num_conv2","arc_skip_conn","hyp_lr","hyp_output_th","hyp_scheduler","best_epoch","train_loss","train_Accuracy","train_Accuracy_seq","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1","test_loss","test_Accuracy","test_Accuracy_seq","test_F1"
"8afe65f58de84eabbfd4b76921f13285",UNet-v2-avg-pooling-no-skips-num_convs-1-1,17,"4","8","3","1","1","1","1",0,"0.001","0.5",none,17,0.018204135600210242,0.9920350408755274,0.060126582278481014,0.9920248828302816,0.017955415540051704,0.9912408322704082,0.07142857142857142,0.991218317999595,0.02011024563348499,0.9883401804956896,0.017241379310344827,0.9883042688514215
ecf3cff322d5488493309c89730b98ef,UNet-v2-avg-pooling-no-skips-num_convs-1-2,19,"4","8","3","1","1","1","2",0,"0.001","0.5",none,19,0.05884251976189231,0.9257791897415611,0.0,0.9238742787980155,0.06924466363021306,0.9063396843112245,0.0,0.9033519559458425,0.06757161586449065,0.9084977774784483,0.0,0.9057048375096981
f267f3a4346f48a9b6a8e652634232b3,UNet-v2-avg-pooling-no-skips-num_convs-1-3,18,"4","8","3","1","1","1","3",0,"0.001","0.5",none,18,0.09895448363091372,0.8713502521756329,0.0,0.8579285968763588,0.11552856117486954,0.8468889508928571,0.0,0.8239214135537754,0.11407716764972128,0.8466628502155172,0.0,0.8251460350496782
a192abf37c7d4da59201a189c40de13a,UNet-v2-avg-pooling-no-skips-num_convs-2-1,17,"4","16","3","1","1","2","1",0,"0.001","0.5",none,17,0.028864398689052474,0.9767850079113924,0.0015822784810126582,0.9766017588353623,0.036543388109730214,0.9644252232142857,0.0,0.9641966975145205,0.03753512792674632,0.9629916487068966,0.0,0.9628048185242004
fd35bd3bfb374d27b182f8c4abec0974,UNet-v2-avg-pooling-no-skips-num_convs-2-2,17,"4","16","3","1","1","2","2",0,"0.001","0.5",none,17,0.08374462734106221,0.8959940334915611,0.0,0.888297998903182,0.11064599089476528,0.851692044005102,0.0,0.832994318667373,0.10614970172273702,0.8586089035560345,0.0,0.8433151810680447
"4691670788304764a7b22d15e806d2a0",UNet-v2-avg-pooling-no-skips-num_convs-2-3,19,"4","16","3","1","1","2","3",0,"0.001","0.5",none,19,0.08976238775008087,0.8878178978771097,0.0,0.8772710970789477,0.11896106342271882,0.8425940688775511,0.0,0.8157150713378892,0.1161745685184824,0.8463176858836207,0.0,0.824538997027936
"38aebbcfe3be4882b0066486e67c4ef1",UNet-v2-avg-pooling-no-skips-num_convs-3-1,19,"4","32","3","1","1","3","1",0,"0.001","0.5",none,19,0.07560678046463915,0.9096659084915611,0.0,0.9044708112739026,0.105699465743133,0.8603714923469388,0.0,0.84703417366107,0.1026500915658885,0.8649397225215517,0.0,0.8537569093639923
"09d6ea077ccd416c9af2355a0fe602c0",UNet-v2-avg-pooling-no-skips-num_convs-3-2,19,"4","32","3","1","1","3","2",0,"0.001","0.5",none,19,0.08106327986635488,0.8974269432357594,0.0,0.8892959618270051,0.11476313094703519,0.8464604591836735,0.0,0.8218449653336557,0.10857277093776341,0.8563190328663793,0.0,0.8381092589224416
ae2c4f31ca6e4e4b9464d27bf8a4a93a,UNet-v2-avg-pooling-no-skips-num_convs-3-3,16,"4","32","3","1","1","3","3",0,"0.001","0.5",none,16,0.0971116211249607,0.873291015625,0.0,0.8594257527082291,0.11855849091495786,0.8397839604591837,0.0,0.8058541645752494,0.11071024000130851,0.8489106276939655,0.0,0.8266163049190672
"181c5f350c01442093c89c5889e1e5c5",UNet-v2-avg-pooling-num_convs-1-1,18,"4","8","3","1","1","1","1",1,"0.001","0.5",none,18,0.005374864465360557,0.9998526915216245,0.9462025316455697,0.9998525894715389,0.0052626965500946555,0.9999003507653061,0.9591836734693877,0.9999002697918941,0.005266420406706888,0.9996716729525862,0.9224137931034483,0.9996714956658503
e004e64ed7394f0faa0e0e3b2f4ad971,UNet-v2-avg-pooling-num_convs-1-2,17,"4","8","3","1","1","1","2",1,"0.001","0.5",none,17,0.0033667135088732035,0.9987741462289029,0.38871308016877637,0.9987725464705973,0.003691785066027422,0.9986049107142857,0.40816326530612246,0.9986031933925072,0.0036454024034199015,0.9988550646551724,0.4870689655172414,0.9988537385190289
