epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_Precision,train_Recall,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_Precision,valid_Recall,valid_ce_loss,valid_loss
0,0.7969,0.0000,0.7297,0.7599,0.7969,640.2651,0.1579,0.8167,0.0000,0.7572,0.7981,0.8167,625.7979,0.1377
