epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3108,0.0613,0.3437,0.4504,0.0497
1,0.4638,0.0338,0.5120,0.5429,0.0377
2,0.5200,0.0286,0.5156,0.5926,0.0300
3,0.5792,0.0242,0.5914,0.6523,0.0261
4,0.6048,0.0219,0.6090,0.6676,0.0238
