epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.9238,0.0025,0.8870,0.8932,0.0139
1,0.9384,0.0018,0.8564,0.8838,0.0110
2,0.9412,0.0017,0.8739,0.8951,0.0097
3,0.9545,0.0013,0.8968,0.9008,0.0134
4,0.9504,0.0015,0.7339,0.8423,0.0099
5,0.9541,0.0014,0.8969,0.9042,0.0128
6,0.9671,0.0009,0.8236,0.8880,0.0092
7,0.9602,0.0012,0.9002,0.9113,0.0131
8,0.9653,0.0011,0.8826,0.9024,0.0127
9,0.9669,0.0010,0.9025,0.9101,0.0128
