epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3447,0.0534,0.3943,0.4811,0.0416
1,0.4932,0.0322,0.5462,0.5672,0.0356
2,0.5503,0.0267,0.5836,0.6238,0.0297
3,0.5891,0.0242,0.4704,0.6162,0.0275
4,0.6278,0.0210,0.5911,0.5965,0.0414
