epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_Precision,train_Recall,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_Precision,valid_Recall,valid_ce_loss,valid_loss
0,0.7984,0.0000,0.7273,0.7497,0.7984,640.1888,0.1606,0.8132,0.0000,0.7510,0.7867,0.8132,626.0326,0.1395
