run_name,exp,run,arc_features,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
SMLP_f16_16_16,SimpleMLP_compress,SMLP_f16_16_16,"[16, 16, 16]",10928,0.08824322521686553,0.17571012116968632,0.06679478753358126,0.7147485931721665,0.8786264513077395,0.8979071524995059,0.8638605134227237,0.7165602480389657,0.8840455238309446,0.0,0.0,0.0
SMLP_f8_16_16,SimpleMLP_compress,SMLP_f8_16_16,"[8, 16, 16]",6696,0.0918157383799553,0.15314899012446404,0.10827537998557091,0.7286074652394592,0.8630999362229189,0.8293009869220915,0.8463163645134497,0.7278553831326102,0.8076436547783576,0.0,0.0,0.0
SMLP_f8_8_16,SimpleMLP_compress,SMLP_f8_8_16,"[8, 8, 16]",6496,0.08275537664691607,0.1798370461910963,0.08933559246361256,0.6954994433292911,0.8800142205212081,0.8668405034710256,0.8634181057561473,0.681734865577255,0.8492075511268339,0.0,0.0,0.0
SMLP_f8_8_8,SimpleMLP_compress,SMLP_f8_8_8,"[8, 8, 8]",5400,0.09257413024703662,0.15088348649442196,0.10638896748423576,0.713995824994011,0.85674759137224,0.8228371745486562,0.8386120609662985,0.7119209190082934,0.8021255249693222,0.0,0.0,0.0
SMLP_f4_16_16,SimpleMLP_compress,SMLP_f4_16_16,"[4, 16, 16]",4580,0.08645613963405291,0.14737109653651714,0.09887941926717758,0.7361891915608187,0.870980950385942,0.8552317042296218,0.8539570468081563,0.7363158355025896,0.8339026566219904,0.0,0.0,0.0
SMLP_f4_8_16,SimpleMLP_compress,SMLP_f4_8_16,"[4, 8, 16]",4412,0.09830802778402964,0.14696016535162926,0.10974028334021568,0.7187508035536764,0.8530197258948112,0.8311229243036796,0.8335976601134572,0.7232217398763884,0.8051976732159809,0.0,0.0,0.0
SMLP_f4_8_8,SimpleMLP_compress,SMLP_f4_8_8,"[4, 8, 8]",3316,0.09031066820025443,0.17501125298440456,0.08565991371870041,0.7179701665191898,0.8696112484278452,0.8811682209813123,0.8512547796577186,0.7058023900023034,0.862577647258779,0.0,0.0,0.0
SMLP_f4_4_16,SimpleMLP_compress,SMLP_f4_4_16,"[4, 4, 16]",4328,0.07586655790607134,0.1409850213676691,0.08245931938290596,0.7434756791045742,0.8866881648977346,0.8770871667319697,0.8719598033819804,0.7348722903129011,0.861151748259149,0.0,0.0,0.0
SMLP_f4_4_8,SimpleMLP_compress,SMLP_f4_4_8,"[4, 4, 8]",3264,0.19602575798829397,0.21070945262908936,0.18724222853779793,0.5941275457658949,0.6766299882628167,0.6764714937663163,0.6599564366663044,0.610245116120727,0.6629544654846538,0.0,0.0,0.0
SMLP_f4_4_4,SimpleMLP_compress,SMLP_f4_4_4,"[4, 4, 4]",2732,0.11679505556821823,0.16373618319630623,0.11343719623982906,0.716128766641747,0.8145468481787201,0.8256547782153391,0.790307710078297,0.7028319704922952,0.8035661855428768,0.0,0.0,0.0
SMLP_f16_16,SimpleMLP_compress,SMLP_f16_16,"[16, 16]",10656,0.07102022233108679,0.11321572214365005,0.07723047956824303,0.7974340342547575,0.9005534541839599,0.8931847254347562,0.8877722421811611,0.7977419452254835,0.8796255598841795,0.0020833333333333333,0.01171875,0.0
SMLP_f8_16,SimpleMLP_compress,SMLP_f8_16,"[8, 16]",6424,0.08124233732620875,0.13794147409498692,0.08051527850329876,0.7569016261658472,0.8842720834900769,0.8757344479276192,0.8694775265968673,0.7546576708917114,0.8590198640827515,0.0,0.0,0.0
SMLP_f8_8,SimpleMLP_compress,SMLP_f8_8,"[8, 8]",5328,0.0857905221482118,0.17063943296670914,0.09184444323182106,0.7246948340895599,0.8759857711228347,0.8586361831728451,0.8589947785004316,0.7174794592187191,0.8386289809396783,0.0,0.0,0.0
SMLP_f4_16,SimpleMLP_compress,SMLP_f4_16,"[4, 16]",4308,0.12929157118002574,0.1579551361501217,0.11975435353815556,0.716728063730577,0.7982426871497926,0.8170072161530745,0.7694146573569705,0.704142740487872,0.7916144892250232,0.0,0.0,0.0
SMLP_f4_8,SimpleMLP_compress,SMLP_f4_8,"[4, 8]",3244,0.11404282326499621,0.16782804019749165,0.10865288600325584,0.7129004846893476,0.8322707409606316,0.8415626558009565,0.8066886153414596,0.698596267504051,0.8156658205542398,0.0,0.0,0.0
SMLP_f4_4,SimpleMLP_compress,SMLP_f4_4,"[4, 4]",2712,0.12011173938711485,0.15853787772357464,0.10717527009546757,0.6970584894033647,0.8069332768822634,0.8320178859968709,0.7789274143407717,0.6951925053352984,0.8058882952737129,0.0,0.0,0.0
SMLP_f16,SimpleMLP_compress,SMLP_f16,[16],10384,0.060841986412803334,0.13826005719602108,0.0671268729493022,0.7887910882627697,0.9214721574525344,0.9060353462729737,0.9106799206487455,0.786870801215364,0.8935498364630362,0.0,0.0,0.0
SMLP_f8,SimpleMLP_compress,SMLP_f8,[8],5256,0.08444597199559212,0.14509312435984612,0.08076968789100647,0.7537497247669573,0.8790086942276601,0.8845653384660843,0.8641046691629218,0.7543918142272972,0.8682154566440269,0.0,0.0,0.0
SMLP_f4,SimpleMLP_compress,SMLP_f4,[4],2692,0.14845450272162755,0.1660054326057434,0.13091062754392624,0.6995577728493929,0.7769941623627817,0.8144525940958052,0.7395847019661751,0.6845885370215848,0.7813094330300393,0.0,0.0,0.0
