epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.7376,0.0143,0.7722,0.7920,0.0198
1,0.7846,0.0112,0.6437,0.7627,0.0185
2,0.8282,0.0079,0.7831,0.8259,0.0155
3,0.8656,0.0057,0.7745,0.8278,0.0142
4,0.8985,0.0038,0.8125,0.8174,0.0278
