epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2195,0.0675,0.3311,0.3302,0.0499
1,0.3541,0.0333,0.3820,0.4125,0.0387
2,0.3967,0.0302,0.4272,0.4481,0.0375
3,0.4356,0.0273,0.4557,0.4781,0.0353
4,0.4565,0.0257,0.4648,0.4942,0.0332
