epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4841,0.0277,0.5109,0.5375,0.0379
1,0.5304,0.0240,0.5196,0.5859,0.0286
2,0.5686,0.0213,0.2897,0.2913,0.1149
3,0.6029,0.0188,0.4243,0.5831,0.0320
