epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3456,0.0534,0.3747,0.4738,0.0434
1,0.4942,0.0321,0.5437,0.5644,0.0361
2,0.5515,0.0267,0.5896,0.6207,0.0315
