epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2854,0.0594,0.3947,0.4165,0.0465
1,0.4239,0.0305,0.4381,0.4801,0.0374
2,0.4627,0.0276,0.4673,0.4709,0.0440
3,0.4951,0.0251,0.5269,0.5651,0.0294
4,0.5302,0.0226,0.4307,0.5562,0.0291
