epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.9683,0.0010,0.9049,0.9161,0.0153
1,0.9685,0.0010,0.9125,0.9151,0.0216
2,0.9690,0.0010,0.8983,0.9100,0.0195
3,0.9730,0.0009,0.9111,0.9201,0.0167
4,0.9730,0.0009,0.9044,0.9117,0.0229
