epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6926,0.0136,0.7010,0.7555,0.0159
1,0.7368,0.0107,0.7386,0.7459,0.0224
2,0.7850,0.0082,0.7789,0.7986,0.0183
3,0.8206,0.0062,0.6614,0.7720,0.0137
4,0.8463,0.0050,0.7388,0.7449,0.0284
