epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2143,0.0723,0.3034,0.3045,0.0535
1,0.3327,0.0386,0.3552,0.3679,0.0468
2,0.3795,0.0338,0.3040,0.4120,0.0429
3,0.4047,0.0312,0.4220,0.4425,0.0421
4,0.4371,0.0292,0.4413,0.4841,0.0345
