epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.1910,0.0685,0.2509,0.3009,0.0460
1,0.3103,0.0346,0.3178,0.3491,0.0387
2,0.3467,0.0316,0.3534,0.3722,0.0378
3,0.3692,0.0298,0.3808,0.3985,0.0355
4,0.3967,0.0276,0.3666,0.4158,0.0335
