epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2402,0.0681,0.3466,0.3556,0.0503
1,0.3657,0.0359,0.4229,0.4557,0.0388
2,0.4223,0.0315,0.4674,0.4736,0.0401
3,0.4628,0.0277,0.4739,0.5384,0.0299
4,0.4973,0.0255,0.4682,0.5571,0.0279
