epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6923,0.0140,0.6309,0.6487,0.0351
1,0.7512,0.0099,0.6247,0.6386,0.0378
2,0.7967,0.0072,0.6053,0.6171,0.0439
3,0.8196,0.0059,0.6277,0.6767,0.0293
4,0.8713,0.0036,0.6660,0.6827,0.0368
5,0.8849,0.0032,0.6172,0.6843,0.0292
6,0.8313,0.0055,0.6322,0.6673,0.0326
7,0.8854,0.0034,0.6679,0.6871,0.0394
8,0.9279,0.0019,0.6165,0.6808,0.0322
9,0.9537,0.0011,0.6805,0.6893,0.0503
