epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.9723,0.0010,0.9007,0.9126,0.0138
1,0.9752,0.0009,0.9085,0.9177,0.0167
2,0.9792,0.0007,0.9065,0.9161,0.0166
3,0.9746,0.0009,0.8972,0.9108,0.0145
4,0.9742,0.0010,0.8993,0.9137,0.0156
