"run_uuid","name","step","train_loss","train_Accuracy","train_F1","valid_loss","valid_Accuracy","valid_Accuracy_seq","valid_F1"
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,0,0.1159650129482213,0.8511638399920886,0.8262139666518511,0.11825213733376289,0.8441585618622449,0.0,0.8153098570902324
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,1,0.08821545553861287,0.887655137460443,0.8768044572823195,0.11079643119354637,0.8542131696428571,0.0,0.8329825048288061
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,2,0.07882700190891194,0.9003267569883966,0.8927428630170002,0.10728757767652979,0.8601223692602041,0.0,0.8412681373429974
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,3,0.07373165319190372,0.9074367088607594,0.9009987176192518,0.10697224888266349,0.8608996332908163,0.0,0.8430532082300993
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,4,0.06976274453606535,0.9131868901635021,0.9079029183039066,0.1067714657710523,0.8613679846938775,0.0,0.8447190296266618
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,5,0.06699992256152605,0.9175041617220464,0.9126932594370417,0.1050370245867846,0.8631915656887755,0.0,0.8463480337877214
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,6,0.06404040945214436,0.9215432983913502,0.9173936598434915,0.10436056432675342,0.8645169005102041,0.0,0.8495585938105382
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,7,0.06209369650982981,0.9245677577795358,0.9207590133879823,0.10273708874473766,0.8669882015306123,0.0,0.8518447821175015
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,8,0.06017926981366133,0.9273048111155063,0.9237347320202609,0.10357592847882485,0.8663504464285714,0.0,0.8518696431043993
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,9,0.0585022195053723,0.9297287051687764,0.926554225581629,0.10358870713686456,0.8658322704081632,0.0,0.8525106789861995
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,10,0.056928193192724685,0.9322411903349156,0.9293330993317322,0.10340600384741414,0.8674465880102041,0.0,0.8535705907467499
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,11,0.05562719921208132,0.9342087371439873,0.9315212549704157,0.10384344476826336,0.8685128348214286,0.0,0.8534073102373343
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,12,0.05435010448161057,0.9362257301555907,0.9337008909529445,0.10168984897282658,0.8700175382653061,0.0,0.856434503194168
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,13,0.05310366053197077,0.9380366973233122,0.9356294443510444,0.10213155086551394,0.8687619579081632,0.0,0.8538864035508145
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,14,0.05206663596133391,0.9396004334783755,0.9373160048174601,0.10260607210957275,0.8692203443877551,0.0,0.8565799568816207
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,15,0.05099058373465757,0.9412383389372363,0.939191244482038,0.10227872826615159,0.8698879942602041,0.0,0.8562621620088992
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,16,0.050282777625014256,0.9423467579773207,0.9403457053616364,0.1012802034312365,0.8708645567602041,0.0,0.8599789806326897
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,17,0.04907306550927303,0.9441154898470464,0.9422458179790124,0.1022317894563383,0.870246731505102,0.0,0.8582930985865139
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,18,0.048414459357721894,0.9451703421677216,0.9433497090174447,0.10140561358052858,0.8705755739795918,0.0,0.8584838762678297
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,19,0.047427280578086393,0.9466836019910337,0.9450421179167446,0.1014628320628283,0.8713229432397959,0.0,0.8605284052011082
"10b47712124f4e90843fb96a198c489b",fam_sim_fold_0,20,0.046917394231926285,0.9475767240242616,0.9459782374518751,0.10221421825034278,0.8697086256377551,0.0,0.8591771959837505
