epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5048,0.0267,0.3826,0.5014,0.0363
1,0.5369,0.0241,0.4631,0.5630,0.0293
2,0.5766,0.0216,0.4628,0.5914,0.0279
3,0.6205,0.0179,0.5270,0.5339,0.0546
