epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5662,0.0233,0.5981,0.6398,0.0250
1,0.6218,0.0185,0.6294,0.6767,0.0234
2,0.6646,0.0161,0.3874,0.6212,0.0326
3,0.7180,0.0123,0.7039,0.7115,0.0291
4,0.7484,0.0108,0.5774,0.7182,0.0198
