train_loss,train_f1,val_loss,val_f1
0.12137668372856246,0.07489314029521353,0.06079069103457426,0.16762905889628377
0.04999363583258607,0.3632227720076175,0.03962072890186519,0.3351825951593829
0.03587821427017751,0.49465499610008534,0.030704878319643046,0.3997002750151763
0.02984821909304821,0.5582483681590527,0.026282723960384988,0.4799221352377616
0.02625011775943667,0.6003205826468989,0.023558415635897403,0.5014749536582043
0.023863916995587073,0.6288993616643593,0.022065003949887398,0.5289698504716975
0.022819833738277808,0.6503725037521726,0.02142676027295621,0.5440287805261708
0.021293386788756558,0.6667278272077576,0.020444277379857868,0.5848478530956343
0.019973083387477077,0.6783317046073314,0.0204533901016571,0.5973515284446632
0.019272880946201356,0.6937294586415639,0.019752693517754476,0.6081724613066356
0.017833948238856263,0.7034599298697937,0.020379680086319383,0.615915539000995
0.017576608016635433,0.7130725297708542,0.020954339217656014,0.6269163886343624
0.016871685300944277,0.7200394460226373,0.019918292066441814,0.6413986339645578
0.015920887642417742,0.7322170266777986,0.019922938720698943,0.6081235923457264
0.014830934598740905,0.7407417837862467,0.020736102750034707,0.6456403189759297
