epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2903,0.0637,0.4010,0.4290,0.0471
1,0.4305,0.0347,0.4001,0.4950,0.0391
2,0.4838,0.0305,0.5301,0.5739,0.0306
3,0.5428,0.0260,0.5845,0.6055,0.0310
4,0.5777,0.0233,0.6096,0.6512,0.0265
