epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.8190,0.0094,0.7848,0.7873,0.0209
1,0.8594,0.0067,0.8707,0.8924,0.0082
2,0.8902,0.0047,0.8608,0.8997,0.0068
3,0.9222,0.0029,0.8807,0.9069,0.0076
4,0.9224,0.0029,0.8946,0.9174,0.0069
