epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4455,0.0262,0.4886,0.5328,0.0301
1,0.5037,0.0216,0.2728,0.4812,0.0397
2,0.5405,0.0192,0.5244,0.5324,0.0367
3,0.5709,0.0178,0.5426,0.6076,0.0250
4,0.6284,0.0137,0.5545,0.6165,0.0253
