epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5521,0.0218,0.4790,0.4792,0.0365
1,0.5937,0.0189,0.5954,0.6272,0.0254
2,0.6295,0.0163,0.5754,0.5839,0.0347
3,0.6874,0.0128,0.6179,0.6735,0.0214
4,0.7238,0.0106,0.5852,0.6699,0.0195
5,0.7572,0.0086,0.6394,0.7089,0.0186
6,0.8097,0.0063,0.5120,0.6513,0.0207
7,0.8349,0.0051,0.5634,0.6787,0.0207
