epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5361,0.0236,0.5610,0.5973,0.0314
1,0.5762,0.0205,0.5809,0.6262,0.0275
2,0.6159,0.0177,0.5514,0.5656,0.0454
3,0.6556,0.0148,0.4114,0.5883,0.0308
4,0.6975,0.0117,0.5543,0.6494,0.0247
