run_name,arc_features,arc_encoder_blocks,arc_num_params,arc_latent_volume,arc_num_conv,arc_skip,train_swaps,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
nc_2_n4_1_n8_1_skip1_noise0.55,"[4, 4, 8]",2,980,256.0,2,1,0.55,0.12053523168844335,0.04181263280602602,0.04448076163729032,0.999848153081373,0.5875794559271045,0.9998311291980274,0.5875794559271045,0.999848153081373,0.9998311291980274,0.0,0.0,0.0
nc_2_n4_1_n8_1_skip0_noise0.55,"[4, 4, 8]",2,884,256.0,2,0,0.55,0.14725118913069493,0.13045208614606124,0.1383946786324183,0.4388713430280442,0.37756129563948043,0.41375032740269224,0.37756129563948043,0.4388713430280442,0.4137503274026923,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip1_noise0.95,"[4, 8]",1,692,512.0,2,1,0.95,0.15145956393049545,0.14056646422697947,0.14832236965497334,0.32101806024476937,0.3104251734314048,0.30622816477810544,0.3104251734314048,0.32101806024476937,0.30622816477810544,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip0_noise0.95,"[4, 8]",1,644,512.0,2,0,0.95,0.15160364588769545,0.14130023694955385,0.14909693598747253,0.29680947743945213,0.3054977482184774,0.28252376472617,0.3054977482184774,0.29680947743945213,0.28252376472617,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip1_noise0.85,"[4, 8]",1,692,512.0,2,1,0.85,0.15021495045233174,0.12652796220320922,0.13448224167029063,0.5530781435906527,0.34043969472251784,0.5293746629286702,0.34043969472251784,0.5530781435906527,0.5293746629286702,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip0_noise0.85,"[4, 8]",1,644,512.0,2,0,0.85,0.15142566704449534,0.13944708498624656,0.1474112997452418,0.29959447809491524,0.3057178727870004,0.2836658821304789,0.3057178727870004,0.29959447809491524,0.2836658821304789,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip1_noise0.75,"[4, 8]",1,692,512.0,2,1,0.75,0.142618809302314,0.08490685373544693,0.09020997285842895,0.9810798649018341,0.4352044671879546,0.9816142399655263,0.4352044671879546,0.9810798649018341,0.9816142399655263,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip0_noise0.75,"[4, 8]",1,644,512.0,2,0,0.75,0.1500273594836227,0.13151984203320283,0.13897890349229178,0.46692344593652635,0.344727597275756,0.45536847405289554,0.344727597275756,0.46692344593652635,0.45536847405289554,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip1_noise0.65,"[4, 8]",1,692,512.0,2,1,0.65,0.1329934200068482,0.06033234097636663,0.06325905993580819,0.9973389630465384,0.5124597868323342,0.9983200213548152,0.5124597868323342,0.9973389630465384,0.9983200213548152,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip0_noise0.65,"[4, 8]",1,644,512.0,2,0,0.65,0.14732920484883444,0.12399723552740537,0.13136857002973557,0.524699743927233,0.38017526984111005,0.5000604867902011,0.38017526984111005,0.524699743927233,0.5000604867902011,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip1_noise0.55,"[4, 8]",1,692,512.0,2,1,0.55,0.12132004974018626,0.04447774044596232,0.046733501553535464,0.996628460515205,0.5869736318161153,0.9976602609710287,0.5869736318161153,0.996628460515205,0.9976602609710287,0.0,0.0,0.0
nc_2_n4_0_n8_1_skip0_noise0.55,"[4, 8]",1,644,512.0,2,0,0.55,0.142721924085577,0.11438678262325433,0.12083025872707367,0.5446995943211805,0.4138346268430917,0.5281129929914833,0.4138346268430917,0.5446995943211805,0.5281129929914833,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip1_noise0.95,"[4, 4, 4, 4]",3,1004,64.0,2,1,0.95,0.1514398004828381,0.14079879682797652,0.1484645813703537,0.30715104340610255,0.3077278460463248,0.2985536361871803,0.3077278460463248,0.30715104340610255,0.2985536361871803,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip0_noise0.95,"[4, 4, 4, 4]",3,860,64.0,2,0,0.95,0.1519796242233084,0.1424363415974837,0.1496109237273534,0.3012067195373987,0.31027656386049385,0.2803475590408227,0.31027656386049385,0.3012067195373987,0.2803475590408227,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip1_noise0.85,"[4, 4, 4, 4]",3,1004,64.0,2,1,0.85,0.1495348891290296,0.12023126104703316,0.12736904670794805,0.6333142089525313,0.3354341108208923,0.6375603595025006,0.3354341108208923,0.6333142089525313,0.6375603595025006,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip0_noise0.85,"[4, 4, 4, 4]",3,860,64.0,2,0,0.85,0.1517390359600051,0.14184497182185835,0.14966128865877787,0.29203303479968906,0.3096385521959581,0.277071835355964,0.3096385521959581,0.29203303479968906,0.277071835355964,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip1_noise0.75,"[4, 4, 4, 4]",3,1004,64.0,2,1,0.75,0.14779820800328455,0.11715194697563465,0.12457625071207683,0.5509558930278036,0.36107223507464004,0.5265099223688242,0.3610722350746401,0.5509558930278036,0.5265099223688242,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip0_noise0.75,"[4, 4, 4, 4]",3,860,64.0,2,0,0.75,0.1520385002138234,0.14185701310634613,0.1493998090426127,0.29917578396005995,0.31038288569734024,0.28050880367151476,0.31038288569734024,0.29917578396005995,0.28050880367151476,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip1_noise0.65,"[4, 4, 4, 4]",3,1004,64.0,2,1,0.65,0.1345045494557429,0.06307167359269582,0.06697280704975128,0.9968238573516086,0.5106484477674144,0.9976171272285133,0.5106484477674144,0.9968238573516086,0.9976171272285133,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip0_noise0.65,"[4, 4, 4, 4]",3,860,64.0,2,0,0.65,0.1521272602952829,0.1418591898221236,0.14951098759969075,0.30100322455153605,0.3093466121942525,0.28083670688631934,0.3093466121942525,0.30100322455153605,0.28083670688631934,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip1_noise0.55,"[4, 4, 4, 4]",3,1004,64.0,2,1,0.55,0.12064340065757767,0.042547323096256986,0.04528949757417043,0.9993391072037797,0.5882949721489249,0.9996345468066353,0.5882949721489249,0.9993391072037797,0.9996345468066353,0.0,0.0,0.0
nc_2_n4_3_n8_0_skip0_noise0.55,"[4, 4, 4, 4]",3,860,64.0,2,0,0.55,0.1518409616556488,0.14164781799683204,0.14955160319805144,0.31481832746902483,0.30904324015943985,0.27963917359854573,0.30904324015943985,0.31481832746902483,0.27963917359854573,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip1_noise0.95,"[4, 4, 4]",2,716,128.0,2,1,0.95,0.1514738859499202,0.13932790836462608,0.1470540742079417,0.3386101383835747,0.309691942207168,0.31348644325170627,0.309691942207168,0.3386101383835747,0.31348644325170627,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip0_noise0.95,"[4, 4, 4]",2,620,128.0,2,0,0.95,0.15147822531832367,0.1417498095677449,0.1491840680440267,0.27254747196560014,0.3104427463970911,0.2805135803628055,0.3104427463970911,0.27254747196560014,0.2805135803628055,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip1_noise0.85,"[4, 4, 4]",2,716,128.0,2,1,0.85,0.1486693341441515,0.10935553163290024,0.11532355099916458,0.7419833936976981,0.3461735415664235,0.7373365019911559,0.3461735415664235,0.7419833936976981,0.7373365019911559,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip0_noise0.85,"[4, 4, 4]",2,620,128.0,2,0,0.85,0.15167766596589768,0.1404637350485875,0.14789580106735228,0.3063649584535089,0.3076488972618735,0.2883001176772361,0.3076488972618735,0.3063649584535089,0.2883001176772361,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip1_noise0.75,"[4, 4, 4]",2,716,128.0,2,1,0.75,0.1426126774118728,0.0821091985473266,0.08671957602103551,0.9868160662511544,0.43348572289098547,0.9909981398435216,0.43348572289098547,0.9868160662511544,0.9909981398435216,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip0_noise0.75,"[4, 4, 4]",2,620,128.0,2,0,0.75,0.1512850245006946,0.13851706683635712,0.14632773399353027,0.36486058689745887,0.3097203361334943,0.35298726047211076,0.3097203361334943,0.36486058689745887,0.35298726047211076,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip1_noise0.65,"[4, 4, 4]",2,716,128.0,2,1,0.65,0.13313493965303197,0.060355507410489596,0.06390957509477933,0.9972291105939366,0.5114133826707155,0.9981159057016401,0.5114133826707155,0.9972291105939366,0.9981159057016401,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip0_noise0.65,"[4, 4, 4]",2,620,128.0,2,0,0.65,0.15045508679722538,0.13612489746167108,0.1439162751038869,0.4105453897811372,0.3337839265083822,0.3912853353319055,0.3337839265083822,0.4105453897811372,0.3912853353319055,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip1_noise0.55,"[4, 4, 4]",2,716,128.0,2,1,0.55,0.1208069502931683,0.04348256066441536,0.04589452793200811,0.9980361476562304,0.58807410771574,0.9985239238760006,0.58807410771574,0.9980361476562304,0.9985239238760006,0.0,0.0,0.0
nc_2_n4_2_n8_0_skip0_noise0.55,"[4, 4, 4]",2,620,128.0,2,0,0.55,0.14928077311575913,0.13511603268293235,0.14253581563631693,0.4228951670140612,0.35920736160841743,0.40244547267025876,0.35920736160841743,0.4228951670140612,0.40244547267025876,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip1_noise0.95,"[4, 4]",1,428,256.0,2,1,0.95,0.1514292150861075,0.1405414239718364,0.14839731454849242,0.3018800605766967,0.3039333331962814,0.2885562339485334,0.3039333331962814,0.3018800605766967,0.2885562339485334,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip0_noise0.95,"[4, 4]",1,380,256.0,2,0,0.95,0.15175196503390784,0.13944785296916962,0.1471770187218984,0.3689371866866686,0.30674193277234707,0.3460214838590847,0.30674193277234707,0.3689371866866686,0.3460214838590847,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip1_noise0.85,"[4, 4]",1,428,256.0,2,1,0.85,0.1493230488996546,0.11626591705358945,0.12285299996534983,0.7531059982308617,0.3416160370880839,0.7456557425038864,0.3416160370880839,0.7531059982308617,0.7456557425038863,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip0_noise0.85,"[4, 4]",1,380,256.0,2,0,0.85,0.15087870477127427,0.13379392887537295,0.140617240468661,0.4752248300197264,0.3281853193519697,0.4531287098413494,0.3281853193519697,0.4752248300197264,0.4531287098413494,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip1_noise0.75,"[4, 4]",1,428,256.0,2,1,0.75,0.14275994802973851,0.08564451279548499,0.08997831592957178,0.9661565080080365,0.43184783524549863,0.9740980422109274,0.43184783524549863,0.9661565080080365,0.9740980422109274,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip0_noise0.75,"[4, 4]",1,380,256.0,2,0,0.75,0.14925918433846547,0.12650977820158005,0.13360665440559388,0.4942257463963984,0.35073153373121185,0.46958226198476233,0.35073153373121174,0.4942257463963984,0.46958226198476233,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip1_noise0.65,"[4, 4]",1,428,256.0,2,1,0.65,0.13365522196062474,0.060698835035929315,0.06432215869426727,1.0,0.5105092663117567,0.9999175798531134,0.5105092663117567,1.0,0.9999175798531134,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip0_noise0.65,"[4, 4]",1,380,256.0,2,0,0.65,0.1456451191872108,0.11472551811199921,0.12117741654316584,0.560584591216702,0.3865117999436472,0.54506099315157,0.3865117999436472,0.560584591216702,0.54506099315157,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip1_noise0.55,"[4, 4]",1,428,256.0,2,1,0.55,0.1211668019409941,0.04352985150538958,0.04545478175083796,0.9993910121139843,0.587995109876116,0.9996345468066353,0.587995109876116,0.9993910121139843,0.9996345468066353,0.0,0.0,0.0
nc_2_n4_1_n8_0_skip0_noise0.55,"[4, 4]",1,380,256.0,2,0,0.55,0.14168211141554246,0.10985605533306415,0.11565615634123484,0.5619682355624042,0.4141342347469281,0.5433229587072589,0.4141342347469281,0.5619682355624042,0.5433229587072589,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip1_noise0.95,[4],0,140,512.0,2,1,0.95,0.15136447461212382,0.13547274928826553,0.14222174982229868,0.44587336218338797,0.30812110713548185,0.446503531869936,0.30812110713548185,0.44587336218338797,0.446503531869936,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip0_noise0.95,[4],0,140,512.0,2,0,0.95,0.15136528002614735,0.13546761641135582,0.14221769074598947,0.4453786140721598,0.30825120078883483,0.446503531869936,0.30825120078883483,0.4453786140721598,0.446503531869936,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip1_noise0.85,[4],0,140,512.0,2,1,0.85,0.1497733540394727,0.12167867960838172,0.12847657402356466,0.5929066404161183,0.338487848351612,0.5760085660014014,0.338487848351612,0.5929066404161183,0.5760085660014014,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip0_noise0.85,[4],0,140,512.0,2,0,0.85,0.14984747203959137,0.1225602191228133,0.1293046514193217,0.5792994141744117,0.3386787907018746,0.5349520893709664,0.3386787907018746,0.5792994141744117,0.5349520893709664,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip1_noise0.75,[4],0,140,512.0,2,1,0.75,0.14268436376788035,0.0839222388771864,0.08869139353434245,0.9930698522207894,0.43718569225301473,0.9936631667154592,0.43718569225301473,0.9930698522207894,0.9936631667154592,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip0_noise0.75,[4],0,140,512.0,2,0,0.75,0.14268106447548426,0.08389562024519993,0.08866456151008606,0.9930698522207894,0.4372059784569497,0.9936631667154592,0.4372059784569497,0.9930698522207894,0.9936631667154592,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip1_noise0.65,[4],0,140,512.0,2,1,0.65,0.14059030264616013,0.09251636324020532,0.09761567860841751,0.7147206568141475,0.4344016479300704,0.705890408855854,0.4344016479300704,0.7147206568141475,0.705890408855854,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip0_noise0.65,[4],0,140,512.0,2,0,0.65,0.14058501642792165,0.09252992902810757,0.09763921201229095,0.7147206568141475,0.4344016479300704,0.705890408855854,0.4344016479300704,0.7147206568141475,0.705890408855854,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip1_noise0.55,[4],0,140,512.0,2,1,0.55,0.12171722522803716,0.04477263929752203,0.0475260466337204,0.9936552225225783,0.5835493495031013,0.9946697017330945,0.5835493495031013,0.9936552225225783,0.9946697017330945,0.0,0.0,0.0
nc_2_n4_0_n8_0_skip0_noise0.55,[4],0,140,512.0,2,0,0.55,0.12171699476091802,0.04472096378986652,0.0474813091258208,0.9936552225225783,0.5835586737825291,0.9946697017330945,0.5835586737825291,0.9936552225225783,0.9946697017330945,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip1_noise0.95,"[4, 4, 4, 4, 8]",4,860,64.0,1,1,0.95,0.14850999565184617,0.13331488863779947,0.14099033574263256,0.4032997816969293,0.35710572189881534,0.3896974748505845,0.35710572189881534,0.4032997816969293,0.3896974748505845,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip0_noise0.95,"[4, 4, 4, 4, 8]",4,668,64.0,1,0,0.95,0.15201505981072658,0.14205041871621057,0.14976645211378734,0.2910800522432451,0.3037588329136208,0.2775543470385624,0.3037588329136208,0.2910800522432451,0.2775543470385624,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip1_noise0.85,"[4, 4, 4, 4, 8]",4,860,64.0,1,1,0.85,0.14636088331707386,0.10963884511819252,0.11635360618432362,0.655360812495718,0.3754425902426069,0.6283073517804619,0.3754425902426069,0.655360812495718,0.6283073517804619,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip0_noise0.85,"[4, 4, 4, 4, 8]",4,668,64.0,1,0,0.85,0.15178602332828425,0.14139670362839332,0.14896910885969797,0.31509652940801114,0.3083286321292504,0.3032772945798037,0.3083286321292504,0.31509652940801114,0.3032772945798037,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip1_noise0.75,"[4, 4, 4, 4, 8]",4,860,64.0,1,1,0.75,0.14173868379923477,0.08134626654478219,0.0864192212621371,0.9880822673271717,0.435260470621752,0.9902443572097487,0.435260470621752,0.9880822673271717,0.9902443572097487,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip0_noise0.75,"[4, 4, 4, 4, 8]",4,668,64.0,1,0,0.75,0.150975821649327,0.14081988426355216,0.14842948218186697,0.3373894329166355,0.32722538818774566,0.3214824328503344,0.32722538818774566,0.3373894329166355,0.3214824328503344,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip1_noise0.65,"[4, 4, 4, 4, 8]",4,860,64.0,1,1,0.65,0.13174393290982528,0.06093668307249363,0.06296549563606581,0.992137536813048,0.5136951829780037,0.9964651791593843,0.5136951829780037,0.992137536813048,0.9964651791593843,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip0_noise0.65,"[4, 4, 4, 4, 8]",4,668,64.0,1,0,0.65,0.15105286829110956,0.14046233319319212,0.14808736046155294,0.33469809453069094,0.33498056620139827,0.3258350301286208,0.33498056620139827,0.33469809453069094,0.3258350301286208,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip1_noise0.55,"[4, 4, 4, 4, 8]",4,860,64.0,1,1,0.55,0.12063498381807022,0.0435500076183906,0.04573266456524531,0.9995995518140044,0.5880983152243198,0.9998384636916566,0.5880983152243198,0.9995995518140044,0.9998384636916566,0.0,0.0,0.0
nc_1_n4_3_n8_1_skip0_noise0.55,"[4, 4, 4, 4, 8]",4,668,64.0,1,0,0.55,0.1506050289178095,0.14020475515952477,0.1474755903085073,0.3423689850558555,0.3389435752605718,0.33112850235759783,0.3389435752605718,0.3423689850558555,0.33112850235759783,0.0,0.0,0.0
nc_1_n4_2_n8_1_skip1_noise0.95,"[4, 4, 4, 8]",3,692,128.0,1,1,0.95,0.15098621063873546,0.13472729004346407,0.14200146694978077,0.4680294428624033,0.3121159082728079,0.4261149167135189,0.3121159082728079,0.4680294428624033,0.4261149167135189,0.0,0.0,0.0
nc_1_n4_2_n8_1_skip0_noise0.95,"[4, 4, 4, 8]",3,548,128.0,1,0,0.95,0.1516103577964446,0.14177842782093927,0.1493659257888794,0.296899810061536,0.3101212240597568,0.2824828951482056,0.3101212240597568,0.296899810061536,0.2824828951482056,0.0,0.0,0.0
nc_1_n4_2_n8_1_skip1_noise0.85,"[4, 4, 4, 8]",3,692,128.0,1,1,0.85,0.14797198822518356,0.10517256878889523,0.11129142095645268,0.8548295171412121,0.3628426673246019,0.8504133318887844,0.3628426673246019,0.8548295171412121,0.8504133318887844,0.0,0.0,0.0
nc_1_n4_2_n8_1_skip0_noise0.85,"[4, 4, 4, 8]",3,548,128.0,1,0,0.85,0.15148361778559805,0.14091516228822562,0.1488924523194631,0.3038317562013895,0.3119981126196705,0.2776264819366859,0.3119981126196705,0.3038317562013895,0.2776264819366859,0.0,0.0,0.0
