epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3790,0.0292,0.2329,0.2317,0.0535
1,0.4192,0.0259,0.4292,0.4816,0.0274
2,0.4562,0.0233,0.4330,0.4374,0.0386
3,0.4923,0.0209,0.3481,0.4684,0.0336
4,0.5077,0.0197,0.2982,0.4597,0.0317
