epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3147,0.0558,0.4199,0.4236,0.0503
1,0.4480,0.0316,0.4741,0.4806,0.0437
2,0.5133,0.0266,0.5735,0.6103,0.0295
3,0.5530,0.0233,0.5887,0.6234,0.0285
4,0.5987,0.0199,0.5919,0.5963,0.0383
