train_loss,train_f1,val_loss,val_f1
0.08426823098852765,0.242863677539965,0.04488600908141387,0.19201786277197738
0.05017190059152199,0.3966019418273387,0.04368324584343977,0.1915020445454858
0.04599020428577205,0.4324839970593217,0.043602264208490386,0.19320375611734816
0.04418827864962319,0.4522961280524506,0.044291605650071515,0.1871567662071725
0.042146687466204945,0.4704161247690501,0.04391248955538398,0.1952043182429901
0.041208293228313174,0.48253793976744763,0.04404475082430923,0.19095670716508728
0.03953745759887776,0.49516291216724767,0.04452679155949961,0.19460523504828048
0.038828497240804914,0.5047122545563615,0.044582473016098925,0.19041043840662558
0.03801425829927515,0.5117516080140977,0.04520041871358428,0.18461951777397256
0.037365985937261335,0.5207244871847382,0.04572704146828568,0.17622029941696427
0.03659399935956268,0.5269618075263155,0.045570470948229753,0.18355194512592873
0.03610733630678927,0.5338696797316551,0.04665367955570681,0.16986692761783287
0.03573204728915395,0.5399962624278706,0.04572522607550286,0.17400586046567368
0.03485568856315998,0.5451348650001616,0.04688264030897826,0.18129471353164164
0.03489857294698595,0.5497158160841806,0.047346497771509906,0.18320354628391547
