train_loss,train_f1,val_loss,val_f1
0.19056338425409997,0.007268766581264339,0.07068981130703769,0.0009858549036281387
0.06977907959687507,0.0918236659362165,0.05372960907246532,0.0552532276812666
0.05764178123514531,0.18601381336903552,0.04679492276547284,0.12327876616829869
0.05083396961375818,0.23190239412912475,0.04389150684763645,0.15380681773550178
0.04783792162345628,0.2605618173628425,0.04208840160020467,0.17254865882479695
0.047068583905318026,0.2818810893613461,0.040923243179788876,0.18727781822703743
0.04407166017187854,0.2988704021889141,0.04033441698692482,0.18477845817676591
0.04340251882450055,0.31197755300458946,0.03971959586287367,0.1948734707172263
0.04138990812066753,0.32032745181070926,0.03958159405738115,0.19061112194582908
0.04198649964468964,0.3249826175417057,0.03946779588044717,0.20009513035755305
0.04123412520956185,0.33394288516744886,0.039150595247488595,0.2045620078610672
0.04279591551966081,0.33080395239827526,0.03921637080352882,0.1991442572159851
0.04040377868055287,0.34686201628483915,0.03861164105734948,0.2072953891134163
0.03950322286809905,0.34952454697493424,0.03904789665328531,0.1969695873935099
0.038263203828769216,0.36221693082858236,0.03933065664023161,0.20269834151412536
