epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6005,0.0189,0.4907,0.6182,0.0272
1,0.6387,0.0165,0.5821,0.6428,0.0247
2,0.6766,0.0135,0.4155,0.4161,0.0673
3,0.7128,0.0123,0.6385,0.6812,0.0265
4,0.7824,0.0081,0.6826,0.7046,0.0281
5,0.8062,0.0068,0.6365,0.6473,0.0443
6,0.8451,0.0047,0.6843,0.7010,0.0387
7,0.8198,0.0062,0.6794,0.6993,0.0384
