epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4493,0.0289,0.4121,0.4160,0.0495
1,0.4788,0.0263,0.4868,0.5343,0.0298
2,0.5115,0.0233,0.4427,0.5215,0.0313
3,0.5511,0.0207,0.5307,0.5564,0.0365
4,0.5831,0.0180,0.5109,0.5714,0.0291
5,0.6201,0.0156,0.5396,0.5525,0.0422
6,0.6630,0.0134,0.5229,0.6003,0.0273
7,0.7126,0.0105,0.5652,0.6093,0.0308
