epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4450,0.0263,0.4801,0.5363,0.0289
1,0.5038,0.0214,0.2938,0.4931,0.0362
2,0.5415,0.0192,0.4353,0.4375,0.0503
3,0.5751,0.0175,0.5338,0.6067,0.0247
4,0.6296,0.0137,0.5512,0.6160,0.0248
