,model,run_name,exp,run,arc_features,arc_num_conv,arc_latent_volume,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq,arc_skip,arc_encoder_blocks,arc_kernels,limit
10,Encoder,nc2_f32_64,SimpleCNN,nc2_f32_64,"[32, 64]",2.0,4096.0,546945,0.1101287874082724,0.179617278277874,0.0997618492692709,0.7720006066010303,0.8810947220978507,0.8921661996851171,0.8669062313906709,0.7748418929435106,0.8779190246196436,0.0,0.0,0.0,,,,128
11,Encoder,nc2_f16_64,SimpleCNN,nc2_f16_64,"[16, 64]",2.0,4096.0,541281,0.0078131553018465,0.1198172308504581,0.0477036042138934,0.8339453525498033,0.9912997423342292,0.9367248102520004,0.9901988652970336,0.839909097053767,0.9285689157830208,0.0,0.0,0.0,,,,128
12,Encoder,nc2_f16_32,SimpleCNN,nc2_f16_32,"[16, 32]",2.0,2048.0,268161,0.0106609875491509,0.1301485225558281,0.0572602814063429,0.8259869918959141,0.9882375645384824,0.9234410983393214,0.98674117002144,0.8328526249447531,0.9139811589896848,0.0,0.0,0.0,,,,128
13,Encoder,nc2_f8_64,SimpleCNN,nc2_f8_64,"[8, 64]",2.0,4096.0,539025,0.0099933140911161,0.1278319954872131,0.0554262651130557,0.8269794804827726,0.98878786472354,0.925957784495472,0.987362330515475,0.8305292076792516,0.9168087531192036,0.0,0.0,0.0,,,,128
14,Encoder,nc2_f8_32,SimpleCNN,nc2_f8_32,"[8, 32]",2.0,2048.0,266673,0.0143248659869035,0.1440603677183389,0.0644281953573226,0.8006916789914774,0.9838959425271654,0.9116472584376124,0.981862785367498,0.8039696340196973,0.9018894966846532,0.0,0.0,0.0,,,,128
15,Encoder,nc2_f8_16,SimpleCNN,nc2_f8_16,"[8, 16]",2.0,1024.0,132801,0.015117178329577,0.1456190552562475,0.0577949387952685,0.8031223017169327,0.982919648923382,0.9231862504713356,0.9807307878697672,0.8086538917226737,0.9127333639075323,0.0,0.0,0.0,,,,128
16,Encoder,nc2_f4_64,SimpleCNN,nc2_f4_64,"[4, 64]",2.0,4096.0,538041,0.0124786466670533,0.1367918774485588,0.0608670553192496,0.8166036892340715,0.9860934663435772,0.9204575084930616,0.984337369170915,0.820062133742764,0.9106918506599728,0.0,0.0,0.0,,,,128
17,Encoder,nc2_f4_32,SimpleCNN,nc2_f4_32,"[4, 32]",2.0,2048.0,266073,0.0133768920165797,0.1334162317216396,0.0649924138560891,0.8194668495903309,0.9850391929816688,0.9136328582902072,0.9831061633556925,0.8193684701979114,0.9024652099152732,0.0,0.0,0.0,,,,128
18,Encoder,nc2_f4_16,SimpleCNN,nc2_f4_16,"[4, 16]",2.0,1024.0,132393,0.0164359700866043,0.1395940259099006,0.0675326911732554,0.8164602058773314,0.981423726223052,0.907123259200606,0.978997872561006,0.8152527359891999,0.8950458009125345,0.0,0.0,0.0,,,,128
19,Encoder,nc2_f4_8,SimpleCNN,nc2_f4_8,"[4, 8]",2.0,512.0,66129,0.0140701551611224,0.1558211725205183,0.0737255439162254,0.7896378093730745,0.9840930503891856,0.89690757418759,0.9820750658115176,0.7927583698453433,0.8842455154263296,0.0,0.0,0.0,,,,128
20,Encoder,nc2_f64,SimpleCNN,nc2_f64,[64],2.0,8192.0,1062209,0.1494535292188326,0.2206091322004795,0.1520208232104778,0.7316160107148226,0.8447742739212967,0.8441419938941309,0.8266921834289248,0.7334226180299418,0.82304162306556,0.0,0.0,0.0,,,,128
21,Encoder,nc2_f32,SimpleCNN,nc2_f32,[32],2.0,4096.0,528097,0.04982896844546,0.1462456192821264,0.0689112804830074,0.8030862432059643,0.9464859363094332,0.9186692204731304,0.939803465412576,0.810189891294799,0.9084150961935314,0.0,0.0,0.0,,,,128
22,Encoder,nc2_f16,SimpleCNN,nc2_f16,[16],2.0,2048.0,263345,0.026288218734165,0.152625985443592,0.072623087093234,0.7964451540086568,0.9716294080563298,0.9053627988434242,0.9679912563539024,0.8020732356003972,0.8932589644731416,0.0,0.0,0.0,,,,128
23,Encoder,nc2_f8,SimpleCNN,nc2_f8,[8],2.0,1024.0,131545,0.019852175625662,0.149697421118617,0.0632399646565318,0.791405782524145,0.9781795888388564,0.9184940579640531,0.9754868573336188,0.7998298638050857,0.9081862966738726,0.0,0.0,0.0,,,,128
24,Encoder,nc2_f4,SimpleCNN,nc2_f4,[4],2.0,512.0,65789,0.0155440667954583,0.138464480638504,0.0626637730747461,0.8021816371521553,0.982940124807326,0.916076272045592,0.9807058983808764,0.813353796046228,0.9053195110953758,0.0,0.0,0.0,,,,128
25,Encoder,nc1_f16_32_64,SimpleCNN,nc1_f16_32_64,"[16, 32, 64]",1.0,2048.0,270545,0.0088059181347489,0.116952808573842,0.0497304396703839,0.8296021535540613,0.9899537688161388,0.9310186557185892,0.9886717159293228,0.834929436556449,0.9226166975470376,0.0,0.0,0.0,,,,128
26,Encoder,nc1_f8_32_64,SimpleCNN,nc1_f8_32_64,"[8, 32, 64]",1.0,2048.0,269657,0.0093844329006969,0.1386856026947498,0.0564132267609238,0.8019895154566345,0.989360798029596,0.9224886685629792,0.9880152668949864,0.8073681412304743,0.912520133186254,0.0,0.0,0.0,,,,128
27,Encoder,nc1_f8_16_64,SimpleCNN,nc1_f8_16_64,"[8, 16, 64]",1.0,2048.0,266153,0.0084439745328078,0.1128634419292211,0.0525884507223963,0.8411564783803004,0.9904336998191944,0.9273814444420706,0.989222262536882,0.8490276613402181,0.9183591913419152,0.0,0.0,0.0,,,,128
28,Encoder,nc1_f8_16_32,SimpleCNN,nc1_f8_16_32,"[8, 16, 32]",1.0,1024.0,133417,0.0111823505411545,0.1367063373327255,0.0631128018721938,0.8084831215274204,0.9872460856565052,0.9116315419086332,0.9856354292782462,0.8172218841765534,0.9015859792152452,0.0,0.0,0.0,,,,128
29,Encoder,nc1_f4_32_64,SimpleCNN,nc1_f4_32_64,"[4, 32, 64]",1.0,2048.0,269213,0.009430321616431,0.1286525316536426,0.0643503852188587,0.815237623662879,0.98939535375677,0.9117059873875328,0.9880385811551804,0.8227248363423567,0.8997804041547023,0.0,0.0,0.0,,,,128
30,Encoder,nc1_f4_16_64,SimpleCNN,nc1_f4_16_64,"[4, 16, 64]",1.0,2048.0,265901,0.0104023069143295,0.1385298054665327,0.0642805574461817,0.805698473402988,0.9882736377967768,0.9090525081269966,0.986770087488132,0.8105644122489184,0.8983070477118303,0.0,0.0,0.0,,,,128
