epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3024,0.0583,0.3956,0.4519,0.0407
1,0.4523,0.0290,0.4881,0.5377,0.0312
2,0.5114,0.0245,0.5778,0.5968,0.0281
3,0.5535,0.0215,0.6134,0.6492,0.0234
4,0.5923,0.0191,0.5399,0.6492,0.0210
