run_name,exp,run,arc_features,arc_kernels,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
scnn_k3_f64_64_64,SimpleCNN_srp,scnn_k3_f64_64_64,"[64, 64, 64]","[3, 3, 3]",25985,0.06650335908583972,0.07676915700236957,0.23921597748994827,0.8935274545885498,0.90677042656052,0.657024388303157,0.8945966957302044,0.8790180554217288,0.5690168715010528,0.0,0.0,0.0
scnn_k3_f32_64_64,SimpleCNN_srp,scnn_k3_f32_64_64,"[32, 64, 64]","[3, 3, 3]",19361,0.06639451808903528,0.07736661657691002,0.23686401546001434,0.8912442603371722,0.9072994795238284,0.6533058100519411,0.8951714765727696,0.876182694670793,0.5778012943708085,0.0,0.0,0.0
scnn_k3_f32_32_64,SimpleCNN_srp,scnn_k3_f32_32_64,"[32, 32, 64]","[3, 3, 3]",10049,0.07023772888857385,0.07857925444841385,0.23532545380294323,0.8906916912103829,0.9018103538544129,0.6503692248491004,0.8888514441702791,0.8770989585492761,0.5717842554030096,0.0,0.0,0.0
scnn_k3_f32_32_32,SimpleCNN_srp,scnn_k3_f32_32_32,"[32, 32, 32]","[3, 3, 3]",6849,0.07281609721805739,0.08111550783117612,0.22822433151304722,0.886308244671063,0.8991934565820779,0.6671153615393792,0.8855166632404378,0.8719414139812,0.5875955798818284,0.0,0.0,0.0
scnn_k3_f16_64_64,SimpleCNN_srp,scnn_k3_f16_64_64,"[16, 64, 64]","[3, 3, 3]",16049,0.06832734301038411,0.07922158390283585,0.23647125996649265,0.8894823238406926,0.9042994195294606,0.6463458800534304,0.8917813267266331,0.8755381955006633,0.5741267253421671,0.0,0.0,0.0
scnn_k3_f16_32_64,SimpleCNN_srp,scnn_k3_f16_32_64,"[16, 32, 64]","[3, 3, 3]",8273,0.0713365230223407,0.08075754592816035,0.23572657443583012,0.8880935938351079,0.900222670982326,0.651475551400573,0.8869197284006426,0.8733403781324544,0.5750852885039024,0.0,0.0,0.0
scnn_k3_f16_32_32,SimpleCNN_srp,scnn_k3_f16_32_32,"[16, 32, 32]","[3, 3, 3]",5073,0.07361195139262987,0.08346760521332423,0.23638912290334702,0.8827073858142879,0.8981084704077287,0.6577933068671028,0.8843071103280442,0.8688855206696363,0.5728012907358212,0.0,0.0,0.0
scnn_k3_f16_16_64,SimpleCNN_srp,scnn_k3_f16_16_64,"[16, 16, 64]","[3, 3, 3]",4385,0.07794621943131737,0.08330697690447171,0.23146306723356247,0.8864824584113821,0.891625880567208,0.6734933903385231,0.876895116241135,0.8699755360345237,0.5832904654806368,0.0,0.0,0.0
scnn_k3_f16_16_32,SimpleCNN_srp,scnn_k3_f16_16_32,"[16, 16, 32]","[3, 3, 3]",2721,0.08136927206879077,0.08582707246144612,0.22112519666552544,0.8827520753517656,0.8867990078949275,0.6801990141261653,0.8713001871410151,0.8654279508470029,0.5943074884753057,0.0,0.0,0.0
scnn_k3_f16_16_16,SimpleCNN_srp,scnn_k3_f16_16_16,"[16, 16, 16]","[3, 3, 3]",1889,0.08517023337923962,0.08992346624533336,0.22795861773192883,0.8748738685455776,0.8817916448367968,0.6785437670528629,0.8658163947757286,0.8584597043091069,0.5907150426908333,0.0,0.0,0.0
