train_loss,train_f1,val_loss,val_f1
0.11407569837239054,0.009893265379830752,0.07183030620217323,0.009380681971128551
0.05662130903866556,0.1955678909625461,0.05022145714610815,0.15109160135632937
0.040840196002412725,0.37114751476821983,0.04078103741630912,0.25916775157156813
0.03259172520979687,0.4560644020954594,0.03573077404871583,0.33089115865572094
0.02887524748565974,0.5093153830834818,0.03231115639209747,0.3706985346073824
0.026138835234774484,0.545120926409935,0.030307865235954523,0.3991690694682605
0.02395887723951428,0.5723518841861274,0.029121970292180777,0.41914630540146564
0.022570745750433868,0.5924469191478677,0.02868102304637432,0.47636173812429955
0.02121995273563597,0.6086173847188721,0.027712475042790174,0.4866424708804987
0.02042395969921792,0.6241608754992376,0.02709625754505396,0.48305060985889414
0.018987761320615255,0.6353797805039144,0.026690626051276922,0.5141700799706058
0.018135208746901266,0.6458865249947104,0.02611670596525073,0.5001296254560993
0.01756061328644002,0.6608965176323963,0.027034700382500887,0.5286553946236152
0.016912505879170366,0.6669636903215548,0.027605007868260145,0.511034773983335
0.015571744553744793,0.6799032191871512,0.026525630615651608,0.5172111024296885
