epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2385,0.0730,0.3208,0.3200,0.0571
1,0.3676,0.0383,0.4002,0.4255,0.0412
2,0.4242,0.0332,0.4514,0.4731,0.0367
3,0.4649,0.0283,0.4164,0.5059,0.0331
4,0.5029,0.0263,0.4080,0.5254,0.0316
5,0.5405,0.0235,0.5071,0.5694,0.0265
6,0.5676,0.0214,0.5669,0.5975,0.0268
7,0.6039,0.0197,0.5909,0.6211,0.0250
