epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_Precision,train_Recall,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_Precision,valid_Recall,valid_ce_loss,valid_loss
0,0.8333,0.0000,0.7987,0.8177,0.8333,630.1368,0.1310,0.8665,0.0000,0.8444,0.8632,0.8665,611.1155,0.1033
