epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4872,0.0402,0.6501,0.6967,0.0235
1,0.6630,0.0210,0.4869,0.6925,0.0262
2,0.7349,0.0156,0.8215,0.8333,0.0158
3,0.7896,0.0117,0.7771,0.8463,0.0114
4,0.8294,0.0089,0.8389,0.8706,0.0100
