epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.8357,0.0083,0.8127,0.8725,0.0103
1,0.8727,0.0058,0.7415,0.8492,0.0105
2,0.9113,0.0035,0.8824,0.8909,0.0161
3,0.9303,0.0025,0.8742,0.9020,0.0100
4,0.9305,0.0025,0.8777,0.9072,0.0093
