epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5320,0.0226,0.5211,0.5303,0.0381
1,0.5819,0.0184,0.5201,0.6059,0.0258
2,0.5856,0.0195,0.5565,0.5956,0.0264
3,0.6385,0.0152,0.6355,0.6681,0.0232
4,0.6793,0.0128,0.6261,0.6725,0.0237
5,0.7363,0.0096,0.6255,0.6984,0.0204
6,0.7733,0.0076,0.5747,0.5785,0.0486
