epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4949,0.0237,0.4042,0.4042,0.0482
1,0.5733,0.0183,0.6143,0.6465,0.0218
2,0.6234,0.0154,0.5946,0.6727,0.0187
3,0.6666,0.0128,0.6634,0.7043,0.0183
4,0.7098,0.0105,0.6199,0.6243,0.0368
