epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4456,0.0272,0.3393,0.3425,0.0685
1,0.4837,0.0240,0.5262,0.5682,0.0269
2,0.5162,0.0213,0.4799,0.4828,0.0406
3,0.5648,0.0182,0.4673,0.5513,0.0280
4,0.5812,0.0171,0.3581,0.5276,0.0307
