run_name,exp,run,arc_features,arc_kernels,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
scnn_k3_f64_64_64,SimpleCNN_tRNA,scnn_k3_f64_64_64,"[64, 64, 64]","[3, 3, 3]",25985,0.075256094660448,0.08577947691082954,0.18270072009828356,0.8873584602554354,0.9030130337928497,0.6582196674865528,0.887795975829529,0.8691885219535394,0.5998279184540668,0.0,0.0,0.0
scnn_k3_f32_64_64,SimpleCNN_tRNA,scnn_k3_f32_64_64,"[32, 64, 64]","[3, 3, 3]",19361,0.0723602371695249,0.08564082160592079,0.1859723130861918,0.8899015671268823,0.9077659664687141,0.6577212378492578,0.8943164074974428,0.8715257615161328,0.5956222210253409,0.0,0.0,0.0
scnn_k3_f32_32_64,SimpleCNN_tRNA,scnn_k3_f32_32_64,"[32, 32, 64]","[3, 3, 3]",10049,0.0748192434725554,0.08734726284941037,0.1831076592206955,0.886637736472689,0.9035006137033064,0.6564718446431115,0.8889794742289306,0.8674510044363647,0.5972304299186234,0.0,0.0,0.0
scnn_k3_f32_32_32,SimpleCNN_tRNA,scnn_k3_f32_32_32,"[32, 32, 32]","[3, 3, 3]",6849,0.0817882451026336,0.09166450425982475,0.182633133398162,0.879371888996498,0.8910329434037315,0.6600990829783405,0.876871682940683,0.8640018871073822,0.5979351054057118,0.0,0.0,0.0
scnn_k3_f16_64_64,SimpleCNN_tRNA,scnn_k3_f16_64_64,"[16, 64, 64]","[3, 3, 3]",16049,0.07455545599045961,0.08725013459722201,0.18634799619515738,0.8866425272086415,0.9044562067566287,0.6563757559825902,0.8901801815636687,0.8686196850394805,0.5873515227609118,0.0,0.0,0.0
scnn_k3_f16_32_64,SimpleCNN_tRNA,scnn_k3_f16_32_64,"[16, 32, 64]","[3, 3, 3]",8273,0.07989405743453813,0.0915516975025336,0.17589837974972194,0.8822877644116507,0.8972919965837964,0.6660620551729888,0.8818260986460309,0.8619035227200261,0.6114711361752491,0.0,0.0,0.0
scnn_k3_f16_32_32,SimpleCNN_tRNA,scnn_k3_f16_32_32,"[16, 32, 32]","[3, 3, 3]",5073,0.08177729631247728,0.09108952432870865,0.17746073835425907,0.8794235472076041,0.8946196520562933,0.6590019027211516,0.8787287372725351,0.8606077222543737,0.6077284966956499,0.0,0.0,0.0
scnn_k3_f16_16_64,SimpleCNN_tRNA,scnn_k3_f16_16_64,"[16, 16, 64]","[3, 3, 3]",4385,0.10555794284395549,0.1158949372669061,0.17749633226129743,0.8425342051882151,0.8608161466861509,0.6504139848805528,0.8407345651817704,0.820292798862653,0.6075988303238227,0.0,0.0,0.0
scnn_k3_f16_16_32,SimpleCNN_tRNA,scnn_k3_f16_16_32,"[16, 16, 32]","[3, 3, 3]",2721,0.08993923858455989,0.09950112054745357,0.18397761715783012,0.8662501909784076,0.8839240113065637,0.6398705725462985,0.8666584799371494,0.8499808260026042,0.5818970167221974,0.0,0.0,0.0
scnn_k3_f16_16_16,SimpleCNN_tRNA,scnn_k3_f16_16_16,"[16, 16, 16]","[3, 3, 3]",1889,0.10189346159281938,0.10876998429497083,0.1751009507311715,0.8548067656029178,0.8662904911381112,0.6594297018377235,0.8452130915097401,0.8326316153305388,0.6026861260121542,0.0,0.0,0.0
