run_name,exp,run,arc_features,arc_kernels,arc_num_params,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
scnn_k_3_f8_8_32_32,SimpleCNN_no_pooling,scnn_k_3_f8_8_32_32,"[8, 8, 32, 32]","[3, 3, 3, 3]",4401,0.07383041232824325,0.1550498828291893,0.11955704540014267,0.7416409023845569,0.8993034811680752,0.8197171495411407,0.8852712998492414,0.7317331814273597,0.7986136758186344,0.0,0.0,0.0
scnn_k_3_f8_8_16_64,SimpleCNN_no_pooling,scnn_k_3_f8_8_16_64,"[8, 8, 16, 64]","[3, 3, 3, 3]",4097,0.07572592422366142,0.15954573825001717,0.13627370074391365,0.748132835794282,0.8959884218487427,0.7836555064199735,0.8807544873305175,0.7348213709757281,0.7632266737207358,0.0,0.0,0.0
scnn_k_3_f8_8_16_32,SimpleCNN_no_pooling,scnn_k_3_f8_8_16_32,"[8, 8, 16, 32]","[3, 3, 3, 3]",2433,0.08512957865993181,0.15422973036766052,0.1308190654963255,0.7459109796195088,0.8821087418042775,0.7949274560575361,0.8642604358397598,0.7365112322251647,0.7714206417103616,0.0,0.0,0.0
scnn_k_3_f8_8_16_16,SimpleCNN_no_pooling,scnn_k_3_f8_8_16_16,"[8, 8, 16, 16]","[3, 3, 3, 3]",1601,0.08900613312919935,0.15679309889674187,0.1323284339159727,0.7445849204674355,0.8759765774298564,0.7885682966265116,0.8574119412910652,0.7301198422880956,0.7633702794507682,0.0,0.0,0.0
scnn_k_3_f8_8_8_64,SimpleCNN_no_pooling,scnn_k_3_f8_8_8_64,"[8, 8, 8, 64]","[3, 3, 3, 3]",2345,0.09215929160515467,0.16091587021946907,0.1422327421605587,0.7380966261461327,0.8702944311257804,0.7644110150188508,0.8512737170405466,0.7266405985235359,0.7405070432537574,0.0,0.0,0.0
scnn_k_3_f8_8_8_32,SimpleCNN_no_pooling,scnn_k_3_f8_8_8_32,"[8, 8, 8, 32]","[3, 3, 3, 3]",1449,0.09562622929612795,0.1525646150112152,0.13647806271910667,0.7368743051699428,0.8658258667675836,0.7875402938983962,0.8450236168865414,0.7272536681122717,0.7576972987315773,0.0,0.0,0.0
scnn_k_3_f8_8_8_16,SimpleCNN_no_pooling,scnn_k_3_f8_8_8_16,"[8, 8, 8, 16]","[3, 3, 3, 3]",1001,0.10147306670745214,0.1694652959704399,0.1402469277381897,0.7280911007915543,0.8554362667550738,0.7680384172529165,0.8322077915441819,0.6996062874937622,0.7464746340378208,0.0,0.0,0.0
scnn_k_3_f8_8_8_8,SimpleCNN_no_pooling,scnn_k_3_f8_8_8_8,"[8, 8, 8, 8]","[3, 3, 3, 3]",777,0.10498316064476967,0.16085901111364365,0.13922815397381783,0.729273401700526,0.8526921551446238,0.7922083061432157,0.8281364544189579,0.7099052557954395,0.7559814272292069,0.0,0.0,0.0
scnn_k_3_f64_64_64,SimpleCNN_no_pooling,scnn_k_3_f64_64_64,"[64, 64, 64]","[3, 3, 3]",25985,0.07667317887147268,0.16200317442417145,0.1329018734395504,0.7371407671333885,0.8904211411929683,0.8009821799190275,0.8753237538448904,0.7212547279365852,0.7777931217176977,0.0,0.0,0.0
scnn_k_3_f32_64_64,SimpleCNN_no_pooling,scnn_k_3_f32_64_64,"[32, 64, 64]","[3, 3, 3]",19361,0.07581828782955806,0.1622702293097973,0.132233664393425,0.7374748906908746,0.8917049716391173,0.8015702608975588,0.8768708187986645,0.7247957700545008,0.7787148912178817,0.0,0.0,0.0
scnn_k_3_f32_32_64,SimpleCNN_no_pooling,scnn_k_3_f32_32_64,"[32, 32, 64]","[3, 3, 3]",10049,0.08185802499453226,0.16307607293128967,0.1377926766872406,0.7314895436069223,0.882745990839881,0.7788894937176551,0.8662812563224781,0.713512020294766,0.7645080509144845,0.0,0.0,0.0
scnn_k_3_f16_64_64,SimpleCNN_no_pooling,scnn_k_3_f16_64_64,"[16, 64, 64]","[3, 3, 3]",16049,0.07720700452725092,0.15812398493289948,0.13468776270747185,0.7285018444826012,0.8892769038076651,0.7968192803804529,0.8738808553709209,0.7136389226375321,0.7731926445759144,0.0,0.0,0.0
scnn_k_3_f16_32_64,SimpleCNN_no_pooling,scnn_k_3_f16_32_64,"[16, 32, 64]","[3, 3, 3]",8273,0.0828938715159893,0.16267108172178268,0.1366274207830429,0.734338180543288,0.8819800696716041,0.7855724552072765,0.8656398368079727,0.7213496632233081,0.7647900384043045,0.0,0.0,0.0
scnn_k_3_f16_16_64,SimpleCNN_no_pooling,scnn_k_3_f16_16_64,"[16, 16, 64]","[3, 3, 3]",4385,0.0890713520348072,0.1604495719075203,0.13556705601513386,0.7434489755991871,0.873288956776644,0.7869944045772241,0.855020897945298,0.7225024070539269,0.7635249161853186,0.0,0.0,0.0
scnn_k_3_f8_64_64,SimpleCNN_no_pooling,scnn_k_3_f8_64_64,"[8, 64, 64]","[3, 3, 3]",14393,0.07946720123291015,0.16413481160998344,0.13304628990590572,0.7355522366965758,0.8870756166222188,0.7989366267565157,0.8713402297337418,0.7166136755275748,0.7753925309558702,0.0,0.0,0.0
scnn_k_3_f8_32_64,SimpleCNN_no_pooling,scnn_k_3_f8_32_64,"[8, 32, 64]","[3, 3, 3]",7385,0.08585208629568418,0.16284947469830513,0.1526271253824234,0.7314799717141944,0.8773322868966082,0.7452218081594612,0.8597329641313046,0.7160100369682053,0.7196190502064704,0.0,0.0,0.0
scnn_k_3_f8_16_64,SimpleCNN_no_pooling,scnn_k_3_f8_16_64,"[8, 16, 64]","[3, 3, 3]",3881,0.08979841073354085,0.1603151224553585,0.13789686933159828,0.7402206393711867,0.8721601914705663,0.7773956497613855,0.8536997235372963,0.7243693751668188,0.7481950671400373,0.0,0.0,0.0
scnn_k_3_f8_8_64,SimpleCNN_no_pooling,scnn_k_3_f8_8_64,"[8, 8, 64]","[3, 3, 3]",2129,0.09950792839129766,0.15944484993815422,0.1462811529636383,0.7329204830802863,0.8575217780708824,0.7535749301374481,0.8363437669491305,0.7154863461687215,0.7315739172591349,0.0,0.0,0.0
scnn_k_3_f64_64,SimpleCNN_no_pooling,scnn_k_3_f64_64,"[64, 64]","[3, 3]",13505,0.12896625796953837,0.16194136813282967,0.14722295477986336,0.7004653187209172,0.8031990301186791,0.7621462446557928,0.7725312364916304,0.680875814500332,0.7325340414071594,0.0,0.0,0.0
scnn_k_3_f32_64,SimpleCNN_no_pooling,scnn_k_3_f32_64,"[32, 64]","[3, 3]",6881,0.12956064467628797,0.16230088472366333,0.14913009852170944,0.7069097555387894,0.8018934748684645,0.7534612750529048,0.7713342013485848,0.6912712586372782,0.723842890218957,0.0,0.0,0.0
scnn_k_3_f16_64,SimpleCNN_no_pooling,scnn_k_3_f16_64,"[16, 64]","[3, 3]",3569,0.1300391969581445,0.1630137860774994,0.14937268570065498,0.7047012044692225,0.8014338518891304,0.7442167014385476,0.7706613261362623,0.6869390519669021,0.7134390986220757,0.0,0.0,0.0
scnn_k_3_f8_64,SimpleCNN_no_pooling,scnn_k_3_f8_64,"[8, 64]","[3, 3]",1913,0.1309130569299062,0.16426904872059822,0.15567541494965553,0.6977675480149254,0.8009325447459866,0.735263865482998,0.7697244393503435,0.6798736402213931,0.7182957768231759,0.0,0.0,0.0
scnn_k_3_f32_32_32,SimpleCNN_no_pooling,scnn_k_3_f32_32_32,"[32, 32, 32]","[3, 3, 3]",6849,0.08414710039893786,0.16033634543418884,0.1389392614364624,0.7288055022852968,0.8803335300584887,0.7818007194858246,0.863036441409056,0.7172866137323555,0.7560185900769073,0.0,0.0,0.0
scnn_k_3_f16_32_32,SimpleCNN_no_pooling,scnn_k_3_f16_32_32,"[16, 32, 32]","[3, 3, 3]",5073,0.08506427183747292,0.15819161385297775,0.13503790087997913,0.7469211710456796,0.8790806858863305,0.7922486148142016,0.8618402868753944,0.7322263485974577,0.7672119528426159,0.0,0.0,0.0
scnn_k_3_f16_16_32,SimpleCNN_no_pooling,scnn_k_3_f16_16_32,"[16, 16, 32]","[3, 3, 3]",2721,0.09184393311540286,0.16317928209900856,0.13400059007108212,0.7432200283247573,0.8697078595331267,0.7901214540992968,0.8504736728798187,0.7225750557947049,0.7646579430017337,0.0,0.0,0.0
scnn_k_3_f16_16_16,SimpleCNN_no_pooling,scnn_k_3_f16_16_16,"[16, 16, 16]","[3, 3, 3]",1889,0.09768993183970451,0.16079967096447945,0.14054374769330025,0.7319342591846192,0.8608461244031882,0.7822132622997326,0.8400542872303448,0.7141896803283079,0.7523585485167852,0.0,0.0,0.0
scnn_k_3_f8_32_32,SimpleCNN_no_pooling,scnn_k_3_f8_32_32,"[8, 32, 32]","[3, 3, 3]",4185,0.08895775030056635,0.1547098457813263,0.14158593118190765,0.7382595597881362,0.8733157661356555,0.7684971924047276,0.8553199099252043,0.7281545401645367,0.7433516944354535,0.0,0.0,0.0
scnn_k_3_f8_16_32,SimpleCNN_no_pooling,scnn_k_3_f8_16_32,"[8, 16, 32]","[3, 3, 3]",2217,0.09788289566834768,0.15964103490114212,0.1525857336819172,0.7249105913288628,0.8603323326185012,0.7443400275782331,0.839788128363798,0.7179381179218977,0.7255169972353659,0.0,0.0,0.0
scnn_k_3_f8_16_16,SimpleCNN_no_pooling,scnn_k_3_f8_16_16,"[8, 16, 16]","[3, 3, 3]",1385,0.10279664074381192,0.16452082991600037,0.1597559042274952,0.7149918037410378,0.8524375124045971,0.7239388643657542,0.8304968805820417,0.6990315471126538,0.7004935259064425,0.0,0.0,0.0
scnn_k_3_f8_8_32,SimpleCNN_no_pooling,scnn_k_3_f8_8_32,"[8, 8, 32]","[3, 3, 3]",1233,0.10778811648488044,0.1708689108490944,0.13893847912549973,0.721044308806511,0.8462659173651237,0.7784705285804668,0.8228209431998417,0.687274803017297,0.7493531096577571,0.0,0.0,0.0
scnn_k_3_f8_8_16,SimpleCNN_no_pooling,scnn_k_3_f8_8_16,"[8, 8, 16]","[3, 3, 3]",785,0.11465345149238905,0.162484310567379,0.1572425179183483,0.7259829109058153,0.836625807327454,0.732553212299445,0.8107180443905755,0.7087832411071838,0.7019344618689438,0.0,0.0,0.0
scnn_k_3_f8_8_8,SimpleCNN_no_pooling,scnn_k_3_f8_8_8,"[8, 8, 8]","[3, 3, 3]",561,0.1171017641822497,0.1597300060093403,0.14377889782190323,0.7249049182877256,0.8319965080178157,0.7742833209011885,0.8038739135728625,0.7042983125928537,0.7456673433730672,0.0,0.0,0.0
scnn_k_3_f4_32_32,SimpleCNN_no_pooling,scnn_k_3_f4_32_32,"[4, 32, 32]","[3, 3, 3]",3741,0.09204321031769117,0.16535700857639313,0.13537311181426048,0.7382233210771832,0.8683859896780809,0.7833471006568082,0.8493546424492229,0.7198226815031558,0.7596054365390039,0.0,0.0,0.0
scnn_k_3_f4_16_32,SimpleCNN_no_pooling,scnn_k_3_f4_16_32,"[4, 16, 32]","[3, 3, 3]",1965,0.10232570245862008,0.1610468365252018,0.14495709538459778,0.7232833797216999,0.853039828806353,0.7593414116919385,0.8312837565643398,0.7103414384987492,0.7391688996860872,0.0,0.0,0.0
scnn_k_3_f4_16_16,SimpleCNN_no_pooling,scnn_k_3_f4_16_16,"[4, 16, 16]","[3, 3, 3]",1133,0.10977834785978,0.16631260141730309,0.14592526480555534,0.7162774769139498,0.8421254730345752,0.7636109495646668,0.8180685471984487,0.6984741905501357,0.7365204795029192,0.0,0.0,0.0
scnn_k_3_f4_8_32,SimpleCNN_no_pooling,scnn_k_3_f4_8_32,"[4, 8, 32]","[3, 3, 3]",1077,0.11585774049162864,0.15741678327322006,0.15169743821024895,0.707434197020113,0.8318009824184067,0.746122799051062,0.8064636388316486,0.7064685933373103,0.725941989948004,0.0,0.0,0.0
scnn_k_3_f4_8_16,SimpleCNN_no_pooling,scnn_k_3_f4_8_16,"[4, 8, 16]","[3, 3, 3]",629,0.12126112952828408,0.15944655239582062,0.15194042026996613,0.7283806626742949,0.825263812639689,0.7463424373993063,0.7976248924626703,0.7103665570310732,0.7236699976663195,0.0,0.0,0.0
scnn_k_3_f4_8_8,SimpleCNN_no_pooling,scnn_k_3_f4_8_8,"[4, 8, 8]","[3, 3, 3]",405,0.12805566464861234,0.17337440699338913,0.15780921652913094,0.6993579518522771,0.81391443420093,0.7434544195804685,0.7829452702581914,0.6760725225697992,0.7113685714982676,0.0,0.0,0.0
scnn_k_3_f4_4_32,SimpleCNN_no_pooling,scnn_k_3_f4_4_32,"[4, 4, 32]","[3, 3, 3]",633,0.12626828576127688,0.16362779214978218,0.1565154418349266,0.7129071050793072,0.8157517596798616,0.7388594130878556,0.7885599413078754,0.704526259997913,0.7181969552541477,0.0,0.0,0.0
scnn_k_3_f4_4_16,SimpleCNN_no_pooling,scnn_k_3_f4_4_16,"[4, 4, 16]","[3, 3, 3]",377,0.13343587021032968,0.1729513183236122,0.1636720634996891,0.7073720095610525,0.8042156166670019,0.7310359519476515,0.7718123976186084,0.6795939721528973,0.6926480301989594,0.0,0.0,0.0
scnn_k_3_f4_4_8,SimpleCNN_no_pooling,scnn_k_3_f4_4_8,"[4, 4, 8]","[3, 3, 3]",249,0.1377650280793508,0.16822220012545586,0.15848485752940178,0.7008161835578736,0.7963547876264392,0.7324805486746717,0.7618430446664158,0.6794808404977855,0.7128129560110377,0.0,0.0,0.0
scnn_k_3_f4_4_4,SimpleCNN_no_pooling,scnn_k_3_f4_4_4,"[4, 4, 4]","[3, 3, 3]",185,0.14040012955665587,0.17303112521767616,0.1556096263229847,0.7042428509506675,0.7928607687324865,0.7383224771128172,0.7559713145918173,0.6700307021153094,0.7172120815636325,0.0,0.0,0.0
