epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.6298,0.0204,0.4779,0.6408,0.0271
1,0.6772,0.0170,0.6364,0.7133,0.0199
2,0.7189,0.0138,0.7099,0.7282,0.0237
3,0.7704,0.0105,0.6238,0.7330,0.0182
4,0.8083,0.0079,0.5669,0.7126,0.0194
