epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2003,0.0707,0.2573,0.2525,0.0582
1,0.3278,0.0386,0.3486,0.3793,0.0422
2,0.3745,0.0338,0.3703,0.4150,0.0384
3,0.3941,0.0336,0.2570,0.3982,0.0501
4,0.4198,0.0306,0.3485,0.4474,0.0374
