train_loss,train_f1,val_loss,val_f1
0.09697674348423577,0.046698089397906636,0.12470336202706132,0.03658862974411
0.05272057375898867,0.1732458054792931,0.11719434536598924,0.14730195036954133
0.04561654628828318,0.23238067628762313,0.11190473722334592,0.22705906843457868
0.04295894515822933,0.2587236877086354,0.10927358100254587,0.24512292536868394
0.04252582585269755,0.27724135230869884,0.10992719302667636,0.2610525578017658
0.03974326850488932,0.29392887883900964,0.11097143653118721,0.25349628364204246
0.038988316149422615,0.30017069266465796,0.11133638075393308,0.26138697668803174
0.03972088737469731,0.3003275750513204,0.10796822823375185,0.2719419433836116
0.0392694210050383,0.3071703317316666,0.11023840944157955,0.2676774920863906
0.037897530359902766,0.31636556070492894,0.10926516825257804,0.2823910473761909
0.037211288763868686,0.3249237673388437,0.10904896475165804,0.27349368746802516
0.03803221798605389,0.3239581599766697,0.11200427178096177,0.26800807683559147
0.03624903429487739,0.3350103138532809,0.111321368739241,0.2751517636475594
0.036737853990435,0.3337689660019065,0.10887393729059125,0.2873680102113023
0.03602511959733686,0.3382191966283053,0.11264561237390168,0.24805794017279637
