epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3791,0.0299,0.2070,0.2014,0.0612
1,0.4056,0.0278,0.4271,0.4353,0.0338
2,0.4452,0.0248,0.4208,0.4525,0.0328
3,0.4705,0.0227,0.4517,0.4894,0.0302
4,0.5051,0.0206,0.4772,0.4950,0.0318
