epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.5824,0.0179,0.4477,0.4558,0.0445
1,0.6403,0.0143,0.6054,0.6568,0.0207
2,0.6870,0.0118,0.6018,0.6065,0.0380
3,0.6939,0.0117,0.6469,0.6914,0.0213
4,0.7487,0.0087,0.6631,0.6754,0.0283
5,0.8037,0.0060,0.5280,0.6620,0.0201
6,0.8337,0.0049,0.6646,0.6790,0.0286
7,0.8782,0.0033,0.6920,0.7292,0.0218
