epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3683,0.0468,0.4829,0.5476,0.0352
1,0.5275,0.0272,0.5736,0.6433,0.0268
2,0.5911,0.0225,0.6306,0.6893,0.0230
3,0.6472,0.0181,0.4811,0.6699,0.0257
4,0.6909,0.0155,0.5618,0.7146,0.0210
