run_name,arc_features,arc_skip,arc_num_conv,arc_latent_volume,arc_num_params,arc_encoder_blocks,swaps,train_loss,valid_loss,test_loss,valid_F1,train_F1,test_F1,train_Accuracy,valid_Accuracy,test_Accuracy,train_Accuracy_seq,valid_Accuracy_seq,test_Accuracy_seq
n4-3-n8-1-skip0-0.96875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.96875,,,0.15253212302923203,,,0.2799379299202841,,,0.2799379299202841,,,0.0
n4-3-n8-1-skip0-0.9375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.9375,,,0.15246351808309555,,,0.27934934877422557,,,0.27934934877422557,,,0.0
n4-3-n8-1-skip0-0.90625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.90625,,,0.152395810931921,,,0.28143012745189294,,,0.28143012745189294,,,0.0
n4-3-n8-1-skip0-0.875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.875,,,0.15240223705768585,,,0.2792976583716867,,,0.2792976583716867,,,0.0
n4-3-n8-1-skip0-0.84375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.84375,,,0.15243378654122353,,,0.27923783024551296,,,0.27923783024551296,,,0.0
n4-3-n8-1-skip0-0.8125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.8125,,,0.15252983942627907,,,0.27965256644078795,,,0.27965256644078795,,,0.0
n4-3-n8-1-skip0-0.78125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.78125,,,0.15234168618917465,,,0.28040774465711404,,,0.28040774465711404,,,0.0
n4-3-n8-1-skip0-0.75,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.75,,,0.15245339646935463,,,0.27974330708098516,,,0.27974330708098516,,,0.0
n4-3-n8-1-skip0-0.71875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.71875,,,0.15241587907075882,,,0.2787001110712604,,,0.2787001110712604,,,0.0
n4-3-n8-1-skip0-0.6875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.6875,,,0.15238447859883308,,,0.2791068645074004,,,0.2791068645074004,,,0.0
n4-3-n8-1-skip0-0.65625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.65625,,,0.1524527333676815,,,0.2804173477248182,,,0.2804173477248182,,,0.0
n4-3-n8-1-skip0-0.625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.625,,,0.15237072110176086,,,0.28006875024352973,,,0.28006875024352973,,,0.0
n4-3-n8-1-skip0-0.59375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.59375,,,0.15220589935779572,,,0.28162605371025795,,,0.28162605371025795,,,0.0
n4-3-n8-1-skip0-0.5625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.5625,,,0.15239214897155762,,,0.2803823378493686,,,0.2803823378493686,,,0.0
n4-3-n8-1-skip0-0.53125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.53125,,,0.1524147093296051,,,0.2812577621015296,,,0.2812577621015296,,,0.0
n4-3-n8-1-skip0-0.5,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.5,,,0.1523919701576233,,,0.28061732980202286,,,0.28061732980202286,,,0.0
n4-3-n8-1-skip0-0.46875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.46875,,,0.15236712992191315,,,0.2810981917075859,,,0.2810981917075859,,,0.0
n4-3-n8-1-skip0-0.4375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.4375,,,0.15247558802366257,,,0.28193644346801117,,,0.28193644346801117,,,0.0
n4-3-n8-1-skip0-0.40625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.40625,,,0.15240107849240303,,,0.2815847792971529,,,0.2815847792971529,,,0.0
n4-3-n8-1-skip0-0.375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.375,,,0.15228677913546562,,,0.28178080369376124,,,0.28178080369376124,,,0.0
n4-3-n8-1-skip0-0.34375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.34375,,,0.15242280438542366,,,0.28157098095511246,,,0.28157098095511246,,,0.0
n4-3-n8-1-skip0-0.3125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.3125,,,0.1522936150431633,,,0.281712373458758,,,0.281712373458758,,,0.0
n4-3-n8-1-skip0-0.28125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.28125,,,0.1524549387395382,,,0.28170194318678715,,,0.28170194318678715,,,0.0
n4-3-n8-1-skip0-0.25,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.25,,,0.1523156724870205,,,0.2823652851984221,,,0.2823652851984221,,,0.0
n4-3-n8-1-skip0-0.21875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.21875,,,0.1523364931344986,,,0.2817992332350034,,,0.2817992332350034,,,0.0
n4-3-n8-1-skip0-0.1875,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.1875,,,0.15239257365465164,,,0.28220086833426866,,,0.28220086833426866,,,0.0
n4-3-n8-1-skip0-0.15625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.15625,,,0.15227969363331795,,,0.28301274312074726,,,0.28301274312074726,,,0.0
n4-3-n8-1-skip0-0.125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.125,,,0.15231172367930412,,,0.28284211255437197,,,0.28284211255437197,,,0.0
n4-3-n8-1-skip0-0.09375,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.09375,,,0.15213999897241592,,,0.2832954996153366,,,0.2832954996153366,,,0.0
n4-3-n8-1-skip0-0.0625,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.0625,,,0.15232117101550102,,,0.2835439151669524,,,0.2835439151669524,,,0.0
n4-3-n8-1-skip0-0.03125,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.03125,,,0.1523209549486637,,,0.2840971827509037,,,0.2840971827509037,,,0.0
n4-3-n8-1-skip0-0.0,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,0.0,,,0.15233834087848663,,,0.28418458152757514,,,0.28418458152757514,,,0.0
n4-3-n8-1-skip0,"[4, 4, 4, 4, 8]",0,2,64.0,1364,4,1.0,0.154123821357886,0.14752567559480667,,0.3034529835090639,0.3097734554842933,,0.3097734554842933,0.3034529835090639,,0.0,0.0,
n4-3-n8-0-skip1-1.0,"[4, 4, 4, 4]",1,2,64.0,1004,3,1.0,,,0.2955211102962494,,,0.25281175634327935,,,0.25281175634327935,,,0.0
n4-3-n8-0-skip1-0.96875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.96875,,,0.28798777610063553,,,0.27180573960339116,,,0.27180573960339116,,,0.0
n4-3-n8-0-skip1-0.9375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.9375,,,0.2797493562102318,,,0.29277867915542355,,,0.29277867915542355,,,0.0
n4-3-n8-0-skip1-0.90625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.90625,,,0.2688514143228531,,,0.32016761962607565,,,0.32016761962607565,,,0.0
n4-3-n8-0-skip1-0.875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.875,,,0.2606422007083893,,,0.34110195426817347,,,0.34110195426817347,,,0.0
n4-3-n8-0-skip1-0.84375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.84375,,,0.2482890523970127,,,0.3724724481027618,,,0.3724724481027618,,,0.0
n4-3-n8-0-skip1-0.8125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.8125,,,0.24376940727233887,,,0.3840125863556677,,,0.3840125863556677,,,0.0
n4-3-n8-0-skip1-0.78125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.78125,,,0.2299194000661373,,,0.41853481635896606,,,0.4185348163589661,,,0.0
n4-3-n8-0-skip1-0.75,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.75,,,0.22395281121134758,,,0.4339513043745945,,,0.4339513043745945,,,0.0
n4-3-n8-0-skip1-0.71875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.71875,,,0.21470282226800919,,,0.4583192759158296,,,0.4583192759158296,,,0.0
n4-3-n8-0-skip1-0.6875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.6875,,,0.20510997995734215,,,0.4818023019697201,,,0.4818023019697201,,,0.0
n4-3-n8-0-skip1-0.65625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.65625,,,0.1951017864048481,,,0.5078715993235909,,,0.5078715993235909,,,0.0
n4-3-n8-0-skip1-0.625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.625,,,0.1863425113260746,,,0.5295585234525928,,,0.5295585234525928,,,0.0
n4-3-n8-0-skip1-0.59375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.59375,,,0.17748993635177612,,,0.5516538726439885,,,0.5516538726439885,,,0.0
n4-3-n8-0-skip1-0.5625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.5625,,,0.1685594767332077,,,0.5744619676605921,,,0.5744619676605921,,,0.0
n4-3-n8-0-skip1-0.53125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.53125,,,0.15877991169691086,,,0.599526228544919,,,0.599526228544919,,,0.0
n4-3-n8-0-skip1-0.5,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.5,,,0.15055323764681816,,,0.6205592162532233,,,0.6205592162532233,,,0.0
n4-3-n8-0-skip1-0.46875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.46875,,,0.1410244256258011,,,0.6447378356044551,,,0.6447378356044551,,,0.0
n4-3-n8-0-skip1-0.4375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.4375,,,0.1316705420613289,,,0.6687214257262768,,,0.6687214257262768,,,0.0
n4-3-n8-0-skip1-0.40625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.40625,,,0.122081708163023,,,0.6923109720346866,,,0.6923109720346866,,,0.0
n4-3-n8-0-skip1-0.375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.375,,,0.11398864723742008,,,0.7129255362505327,,,0.7129255362505327,,,0.0
n4-3-n8-0-skip1-0.34375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.34375,,,0.10514277592301369,,,0.7355317312117138,,,0.7355317312117139,,,0.0
n4-3-n8-0-skip1-0.3125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.3125,,,0.09350895695388317,,,0.7650960761201021,,,0.7650960761201021,,,0.0
n4-3-n8-0-skip1-0.28125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.28125,,,0.08463641069829464,,,0.787495341649704,,,0.7874953416497039,,,0.0
n4-3-n8-0-skip1-0.25,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.25,,,0.07676535658538342,,,0.8072532315820249,,,0.8072532315820249,,,0.0
n4-3-n8-0-skip1-0.21875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.21875,,,0.0670661423355341,,,0.8319000003386792,,,0.8319000003386792,,,0.0
n4-3-n8-0-skip1-0.1875,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.1875,,,0.05708074662834406,,,0.8572179723725425,,,0.8572179723725424,,,0.0
n4-3-n8-0-skip1-0.15625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.15625,,,0.04940516781061888,,,0.876861799204763,,,0.876861799204763,,,0.0
n4-3-n8-0-skip1-0.125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.125,,,0.039439975284039974,,,0.9016500329470973,,,0.9016500329470973,,,0.0
n4-3-n8-0-skip1-0.09375,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.09375,,,0.029006648808717728,,,0.9282374158534359,,,0.9282374158534359,,,0.0
n4-3-n8-0-skip1-0.0625,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.0625,,,0.020429156254976988,,,0.9499252922128895,,,0.9499252922128895,,,0.0
n4-3-n8-0-skip1-0.03125,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.03125,,,0.01207161950878799,,,0.9711242776583409,,,0.9711242776583409,,,0.0
n4-3-n8-0-skip1-0.0,"[4, 4, 4, 4]",1,2,64.0,1004,3,0.0,,,0.0024607008090242743,,,0.99546722382805,,,0.99546722382805,,,0.0
n4-3-n8-0-skip1,"[4, 4, 4, 4]",1,2,64.0,1004,3,1.0,0.003078968271923562,0.0023278895241674036,,0.9960414087931582,0.9945701711211413,,0.9945701711211413,0.9960414087931582,,0.0,0.0,
n4-3-n8-0-skip0-1.0,"[4, 4, 4, 4]",0,2,64.0,860,3,1.0,,,0.15255868434906006,,,0.2595259787402274,,,0.2595259787402274,,,0.0
n4-3-n8-0-skip0-0.96875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.96875,,,0.15259911864995956,,,0.2611834496811306,,,0.2611834496811306,,,0.0
n4-3-n8-0-skip0-0.9375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.9375,,,0.15260601788759232,,,0.2625727764970923,,,0.2625727764970923,,,0.0
n4-3-n8-0-skip0-0.90625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.90625,,,0.15260666981339455,,,0.26373935941770654,,,0.26373935941770654,,,0.0
n4-3-n8-0-skip0-0.875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.875,,,0.15233568102121353,,,0.26742602661516374,,,0.26742602661516374,,,0.0
n4-3-n8-0-skip0-0.84375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.84375,,,0.1523955501616001,,,0.26460850630674077,,,0.26460850630674077,,,0.0
n4-3-n8-0-skip0-0.8125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.8125,,,0.15245097503066063,,,0.2677042992332824,,,0.2677042992332824,,,0.0
n4-3-n8-0-skip0-0.78125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.78125,,,0.1522320695221424,,,0.2707992711193409,,,0.2707992711193409,,,0.0
n4-3-n8-0-skip0-0.75,"[4, 4, 4, 4]",0,2,64.0,860,3,0.75,,,0.1522171087563038,,,0.2717358407695321,,,0.2717358407695321,,,0.0
n4-3-n8-0-skip0-0.71875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.71875,,,0.1521688811480999,,,0.2692624040436548,,,0.2692624040436548,,,0.0
n4-3-n8-0-skip0-0.6875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.6875,,,0.15198862925171852,,,0.28093764373100494,,,0.28093764373100494,,,0.0
n4-3-n8-0-skip0-0.65625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.65625,,,0.15203150361776352,,,0.27370514383958067,,,0.27370514383958067,,,0.0
n4-3-n8-0-skip0-0.625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.625,,,0.1519961655139923,,,0.27902925766375036,,,0.27902925766375036,,,0.0
n4-3-n8-0-skip0-0.59375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.59375,,,0.15209922939538956,,,0.27560013446938747,,,0.27560013446938747,,,0.0
n4-3-n8-0-skip0-0.5625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.5625,,,0.15181661769747734,,,0.281542748615614,,,0.281542748615614,,,0.0
n4-3-n8-0-skip0-0.53125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.53125,,,0.1516735665500164,,,0.28204716646567507,,,0.28204716646567507,,,0.0
n4-3-n8-0-skip0-0.5,"[4, 4, 4, 4]",0,2,64.0,860,3,0.5,,,0.1519385203719139,,,0.2800919731919487,,,0.2800919731919487,,,0.0
n4-3-n8-0-skip0-0.46875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.46875,,,0.15175853297114372,,,0.28643840737119197,,,0.28643840737119197,,,0.0
n4-3-n8-0-skip0-0.4375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.4375,,,0.15149325877428055,,,0.28592647886765027,,,0.28592647886765027,,,0.0
n4-3-n8-0-skip0-0.40625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.40625,,,0.1515239216387272,,,0.28963437273541215,,,0.28963437273541215,,,0.0
n4-3-n8-0-skip0-0.375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.375,,,0.1514473482966423,,,0.2911441100175166,,,0.2911441100175166,,,0.0
n4-3-n8-0-skip0-0.34375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.34375,,,0.15175087377429008,,,0.29209914987625824,,,0.29209914987625824,,,0.0
n4-3-n8-0-skip0-0.3125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.3125,,,0.15151777863502502,,,0.29298274749821984,,,0.29298274749821984,,,0.0
n4-3-n8-0-skip0-0.28125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.28125,,,0.1512571945786476,,,0.2958577168243226,,,0.2958577168243226,,,0.0
n4-3-n8-0-skip0-0.25,"[4, 4, 4, 4]",0,2,64.0,860,3,0.25,,,0.15138930454850197,,,0.3001181298433834,,,0.3001181298433834,,,0.0
n4-3-n8-0-skip0-0.21875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.21875,,,0.15121062844991684,,,0.3023958501152296,,,0.3023958501152296,,,0.0
n4-3-n8-0-skip0-0.1875,"[4, 4, 4, 4]",0,2,64.0,860,3,0.1875,,,0.15114692971110344,,,0.29911696314722336,,,0.29911696314722336,,,0.0
n4-3-n8-0-skip0-0.15625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.15625,,,0.15113580599427223,,,0.3047521467312704,,,0.3047521467312704,,,0.0
n4-3-n8-0-skip0-0.125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.125,,,0.1510261371731758,,,0.30604224561954585,,,0.30604224561954585,,,0.0
n4-3-n8-0-skip0-0.09375,"[4, 4, 4, 4]",0,2,64.0,860,3,0.09375,,,0.15103550255298615,,,0.30612405234984785,,,0.30612405234984785,,,0.0
n4-3-n8-0-skip0-0.0625,"[4, 4, 4, 4]",0,2,64.0,860,3,0.0625,,,0.15099840238690376,,,0.31243205082966496,,,0.31243205082966496,,,0.0
n4-3-n8-0-skip0-0.03125,"[4, 4, 4, 4]",0,2,64.0,860,3,0.03125,,,0.1507716402411461,,,0.3121730369434777,,,0.3121730369434777,,,0.0
n4-3-n8-0-skip0-0.0,"[4, 4, 4, 4]",0,2,64.0,860,3,0.0,,,0.15061673894524574,,,0.3179786594035428,,,0.3179786594035428,,,0.0
n4-3-n8-0-skip0,"[4, 4, 4, 4]",0,2,64.0,860,3,1.0,0.15414788176616032,0.14717457816004753,,0.3225461609403721,0.3386793029544274,,0.3386793029544274,0.3225461609403721,,0.0,0.0,
n4-2-n8-1-skip1-1.0,"[4, 4, 4, 8]",1,2,128.0,1268,3,1.0,,,0.26209039241075516,,,0.25194552790390806,,,0.25194552790390806,,,0.0
n4-2-n8-1-skip1-0.96875,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.96875,,,0.25479479134082794,,,0.27231366019374226,,,0.27231366019374226,,,0.0
n4-2-n8-1-skip1-0.9375,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.9375,,,0.25166453421115875,,,0.28348187361524496,,,0.28348187361524496,,,0.0
n4-2-n8-1-skip1-0.90625,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.90625,,,0.24268175289034843,,,0.31001990038292776,,,0.31001990038292776,,,0.0
n4-2-n8-1-skip1-0.875,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.875,,,0.23498883470892906,,,0.3319965645154965,,,0.3319965645154965,,,0.0
n4-2-n8-1-skip1-0.84375,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.84375,,,0.22722233831882477,,,0.3558752446752253,,,0.3558752446752253,,,0.0
n4-2-n8-1-skip1-0.8125,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.8125,,,0.2212783508002758,,,0.3712877864835982,,,0.3712877864835982,,,0.0
n4-2-n8-1-skip1-0.78125,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.78125,,,0.21489354223012924,,,0.38975691174464977,,,0.38975691174464977,,,0.0
n4-2-n8-1-skip1-0.75,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.75,,,0.20658760145306587,,,0.4153796351882201,,,0.4153796351882201,,,0.0
n4-2-n8-1-skip1-0.71875,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.71875,,,0.20038841292262077,,,0.4322039494854095,,,0.4322039494854095,,,0.0
n4-2-n8-1-skip1-0.6875,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.6875,,,0.19290166348218918,,,0.4567806922225045,,,0.4567806922225045,,,0.0
n4-2-n8-1-skip1-0.65625,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.65625,,,0.18571775034070015,,,0.47402480032085575,,,0.47402480032085575,,,0.0
n4-2-n8-1-skip1-0.625,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.625,,,0.17948871850967407,,,0.4952948656346814,,,0.4952948656346814,,,0.0
n4-2-n8-1-skip1-0.59375,"[4, 4, 4, 8]",1,2,128.0,1268,3,0.59375,,,0.1722848303616047,,,0.5153304598438206,,,0.5153304598438206,,,0.0
