epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2443,0.0699,0.3296,0.3472,0.0477
1,0.3663,0.0373,0.3974,0.4130,0.0427
2,0.4240,0.0313,0.4327,0.4500,0.0385
3,0.4647,0.0281,0.4742,0.5157,0.0317
4,0.5032,0.0258,0.4372,0.4445,0.0445
