epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.3566,0.0561,0.4847,0.4960,0.0487
1,0.5122,0.0318,0.5645,0.6291,0.0307
2,0.5683,0.0271,0.6095,0.6692,0.0267
