epoch,train_Accuracy,train_Accuracy_seq,train_F1,train_Precision,train_Recall,train_ce_loss,train_loss,valid_Accuracy,valid_Accuracy_seq,valid_F1,valid_Precision,valid_Recall,valid_ce_loss,valid_loss
0,0.8024,0.0000,0.7348,0.7619,0.8024,639.4142,0.1568,0.8200,0.0000,0.7662,0.8022,0.8200,624.3088,0.1353
