epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.4849,0.0276,0.5231,0.5471,0.0369
1,0.5308,0.0240,0.5095,0.5835,0.0288
2,0.5678,0.0213,0.5597,0.5796,0.0368
3,0.6019,0.0187,0.3891,0.5653,0.0362
