epoch,train_f1,train_loss,valid_f1,valid_f1_post,valid_loss
0,0.2259,0.0592,0.3163,0.3418,0.0450
1,0.3457,0.0326,0.3483,0.4027,0.0387
2,0.3889,0.0297,0.3225,0.4329,0.0370
3,0.4250,0.0274,0.4124,0.4906,0.0312
4,0.4555,0.0252,0.4662,0.5143,0.0304
