train_loss,train_f1,val_loss,val_f1
0.10391277328133583,0.06835736965632808,0.04731031012689245,0.11757865294967021
0.04383707963861525,0.22581674257311607,0.04040794549831029,0.19544687565000504
0.040108356708660725,0.2661963082968823,0.039147772585395084,0.20579305456970062
0.037832635287195444,0.28802776179010114,0.03901283060810689,0.20465340720356767
0.036878614122979346,0.2976367006596658,0.038469721595274994,0.20234354586762457
0.03494103181641549,0.3135273355002825,0.03889615043740848,0.20579635057737472
0.034673399501480164,0.3227027814693175,0.039761288444800626,0.19259384327831106
0.03410755866672844,0.3330599266010563,0.03914722461446092,0.20337925091778816
0.03343203602358699,0.3386403911670726,0.038988091645698095,0.19911113817058732
0.03316866373643279,0.3451082725882656,0.03953428552004284,0.19455639312731515
0.031252589705400166,0.3602361985066029,0.039923014295897605,0.19501059175452717
0.03167272703256458,0.36112402158769663,0.03913684215011268,0.19558709193018003
0.030766133926808836,0.3687668933233305,0.040620525174870574,0.1936380645837326
0.03076798186637461,0.37332669578106675,0.04051068948646044,0.19439613005911463
0.03051811099983752,0.37550009552359825,0.04104903926430591,0.19128748750460894
